run_id,batch_name,n,handoff_strategy_name,original_run12_candidate_id,original_run12_strategy_name,candidate_family,candidate_source,selection_bucket,predicted_reward_mean_all,predicted_rank_within_n,predicted_uncertainty_std,novelty_distance_to_teacher,nearest_existing_teacher_strategy,order_json,order_compact,order_hash,is_teacher_validated,teacher_validation_status,notes
run_13_batch20_surrogate_screened_teacher_handoff,stage3_run13_batch20_surrogate_screened_v01,24,S3B20_N24_B01_surrogate_top,RUN12_N24_C03770,N24_RUN12_N24_C03770_mutate_reverse_short_segment,mutation,surrogate_mutation,surrogate_top,0.8347378384911193,2,0.10394682141434419,0.036231884057971016,N24_A02_odd_even_interlaced,"[0,2,4,6,8,10,12,22,20,18,16,14,1,3,5,7,9,11,13,15,17,19,21,23]","0,2,4,6,8,10,12,22,20,18,16,14,1,3,5,7,9,11,13,15,17,19,21,23",f52328be9b886aa6,False,NOT_RUN,Run13 handoff only. Not teacher-validated. Do not claim physical superiority.
run_13_batch20_surrogate_screened_teacher_handoff,stage3_run13_batch20_surrogate_screened_v01,24,S3B20_N24_B02_diversity_top,RUN12_N24_C03804,N24_RUN12_N24_C03804_mutate_rotate_sequence,mutation,surrogate_mutation,diversity_top,0.719315156280346,169,0.1942215495915949,0.358695652173913,N24_A01_raster_left_to_right,"[3,5,7,9,11,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20,22,1]","3,5,7,9,11,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20,22,1",86481d26a31f8c7e,False,NOT_RUN,Run13 handoff only. Not teacher-validated. Do not claim physical superiority.
run_13_batch20_surrogate_screened_teacher_handoff,stage3_run13_batch20_surrogate_screened_v01,24,S3B20_N24_B03_method_c_inspired,RUN12_N24_C03389,N24_RUN12_N24_C03389_method_c_mutated_topology_like,method_c_inspired,method_c_inspired,method_c_inspired,0.5489598384131847,560,0.10997570694666914,0.0036231884057971015,N24_A03_greedy_maximin_distance,"[0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,12,10,13,15,16,18,19,21,22]","0,23,11,17,5,8,14,20,2,1,3,4,6,7,9,12,10,13,15,16,18,19,21,22",cd519fa4db1b9112,False,NOT_RUN,Run13 handoff only. Not teacher-validated. Do not claim physical superiority.
run_13_batch20_surrogate_screened_teacher_handoff,stage3_run13_batch20_surrogate_screened_v01,24,S3B20_N24_B04_surrogate_top,RUN12_N24_C03428,N24_RUN12_N24_C03428_mutate_reverse_short_segment,mutation,surrogate_mutation,surrogate_top,0.82620638507642,3,0.11953695102806776,0.010869565217391304,N24_A04_method_c_u2_first_engineering,"[0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,23,21,19]","0,2,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,23,21,19",85ba9118903cc6ba,False,NOT_RUN,Run13 handoff only. Not teacher-validated. Do not claim physical superiority.
run_13_batch20_surrogate_screened_teacher_handoff,stage3_run13_batch20_surrogate_screened_v01,24,S3B20_N24_B05_surrogate_top,RUN12_N24_C03479,N24_RUN12_N24_C03479_mutate_perturb_first_quarter,mutation,surrogate_mutation,surrogate_top,0.8222931238041691,4,0.12347004929761034,0.010869565217391304,N24_A04_method_c_u2_first_engineering,"[0,4,8,2,6,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]","0,4,8,2,6,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23",e8ecb4b55f4470e7,False,NOT_RUN,Run13 handoff only. Not teacher-validated. Do not claim physical superiority.
run_13_batch20_surrogate_screened_teacher_handoff,stage3_run13_batch20_surrogate_screened_v01,40,S3B20_N40_B01_surrogate_top,RUN12_N40_C06776,N40_RUN12_N40_C06776_mutate_reverse_short_segment,mutation,surrogate_mutation,surrogate_top,0.8395447829355638,2,0.10432136796679892,0.02564102564102564,N40_A02_odd_even_interlaced,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,38,36,34,32,30,9,7,5,3,1,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]","0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,38,36,34,32,30,9,7,5,3,1,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39",bb2b5c78d79354aa,False,NOT_RUN,Run13 handoff only. Not teacher-validated. Do not claim physical superiority.
run_13_batch20_surrogate_screened_teacher_handoff,stage3_run13_batch20_surrogate_screened_v01,40,S3B20_N40_B02_diversity_top,RUN12_N40_C06615,N40_RUN12_N40_C06615_mutate_rotate_sequence,mutation,surrogate_mutation,diversity_top,0.7894239870934516,153,0.11669547856068888,0.40897435897435896,N40_A04_method_c_u2_first_engineering,"[1,21,23,25,27,29,31,33,35,37,39,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3]","1,21,23,25,27,29,31,33,35,37,39,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3",c633a4543b21db90,False,NOT_RUN,Run13 handoff only. Not teacher-validated. Do not claim physical superiority.
run_13_batch20_surrogate_screened_teacher_handoff,stage3_run13_batch20_surrogate_screened_v01,40,S3B20_N40_B03_method_c_inspired,RUN12_N40_C06558,N40_RUN12_N40_C06558_method_c_mutated_topology_like,method_c_inspired,method_c_inspired,method_c_inspired,0.5629030228423816,643,0.12999538322163598,0.007692307692307693,N40_A03_greedy_maximin_distance,"[0,39,19,29,9,14,24,34,4,2,6,26,21,16,11,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]","0,39,19,29,9,14,24,34,4,2,6,26,21,16,11,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38",dbc1fd6afa741696,False,NOT_RUN,Run13 handoff only. Not teacher-validated. Do not claim physical superiority.
run_13_batch20_surrogate_screened_teacher_handoff,stage3_run13_batch20_surrogate_screened_v01,40,S3B20_N40_B04_surrogate_top,RUN12_N40_C06588,N40_RUN12_N40_C06588_mutate_reverse_short_segment,mutation,surrogate_mutation,surrogate_top,0.838407207071885,3,0.11608152927012619,0.007692307692307693,N40_A04_method_c_u2_first_engineering,"[0,2,10,8,6,4,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]","0,2,10,8,6,4,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39",6a6614d60f60eda1,False,NOT_RUN,Run13 handoff only. Not teacher-validated. Do not claim physical superiority.
run_13_batch20_surrogate_screened_teacher_handoff,stage3_run13_batch20_surrogate_screened_v01,40,S3B20_N40_B05_surrogate_top,RUN12_N40_C06597,N40_RUN12_N40_C06597_mutate_reverse_short_segment,mutation,surrogate_mutation,surrogate_top,0.838407207071885,4,0.11608152927012619,0.019230769230769232,N40_A04_method_c_u2_first_engineering,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,35,33,31,29,27,25,37,39]","0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,35,33,31,29,27,25,37,39",bae7306ba5472703,False,NOT_RUN,Run13 handoff only. Not teacher-validated. Do not claim physical superiority.
