strategy_name,n,order_json,source_order_json,scan_order,order_compact,order_hash,candidate_source,ppo_checkpoint,ppo_seed,selected_by,case_dir,job_name,expected_cae,expected_inp,expected_jnl,generation_log,base_cae,batch_name,teacher_validated,abaqus_validated,stageK2_role
PPOV02K2_N40_B07_top_reward,40,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B07_top_reward\scan_order_PPOV02K2_N40_B07_top_reward.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02K2_N40_B07_top_reward.json,"[37,35,29,20,24,30,26,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,8,10,14,18,16,12,15,21,22,28,32,36,38,34,27,31,33,39]","37,35,29,20,24,30,26,25,23,19,17,13,11,9,7,5,3,1,0,2,4,6,8,10,14,18,16,12,15,21,22,28,32,36,38,34,27,31,33,39",bc7edd1e01172812,PPO_v02K2_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,top_reward,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B07_top_reward,J2D_PPOV02K2_N40_B07_top_reward,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B07_top_reward\J2D_PPOV02K2_N40_B07_top_reward.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B07_top_reward\J2D_PPOV02K2_N40_B07_top_reward.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B07_top_reward\J2D_PPOV02K2_N40_B07_top_reward.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B07_top_reward\J2D_PPOV02K2_N40_B07_top_reward_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\40track_full\sanity_base\40track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N40_refreshed_after_K2_training
PPOV02K2_N40_B08_top_reward,40,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B08_top_reward\scan_order_PPOV02K2_N40_B08_top_reward.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02K2_N40_B08_top_reward.json,"[37,35,29,26,24,20,30,25,23,19,17,13,11,9,7,5,1,3,6,4,2,0,8,10,14,16,18,12,15,21,22,28,38,36,34,32,27,31,33,39]","37,35,29,26,24,20,30,25,23,19,17,13,11,9,7,5,1,3,6,4,2,0,8,10,14,16,18,12,15,21,22,28,38,36,34,32,27,31,33,39",7a048ec0093acf89,PPO_v02K2_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,top_reward,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B08_top_reward,J2D_PPOV02K2_N40_B08_top_reward,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B08_top_reward\J2D_PPOV02K2_N40_B08_top_reward.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B08_top_reward\J2D_PPOV02K2_N40_B08_top_reward.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B08_top_reward\J2D_PPOV02K2_N40_B08_top_reward.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B08_top_reward\J2D_PPOV02K2_N40_B08_top_reward_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\40track_full\sanity_base\40track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N40_refreshed_after_K2_training
PPOV02K2_N40_B09_diverse_tophalf,40,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B09_diverse_tophalf\scan_order_PPOV02K2_N40_B09_diverse_tophalf.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02K2_N40_B09_diverse_tophalf.json,"[37,35,29,24,20,30,26,18,23,25,19,17,13,9,11,7,5,3,1,0,2,4,6,8,10,12,16,14,15,21,22,28,34,38,36,32,31,27,33,39]","37,35,29,24,20,30,26,18,23,25,19,17,13,9,11,7,5,3,1,0,2,4,6,8,10,12,16,14,15,21,22,28,34,38,36,32,31,27,33,39",0e5e6502c9b3a638,PPO_v02K2_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,diverse_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B09_diverse_tophalf,J2D_PPOV02K2_N40_B09_diverse_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B09_diverse_tophalf\J2D_PPOV02K2_N40_B09_diverse_tophalf.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B09_diverse_tophalf\J2D_PPOV02K2_N40_B09_diverse_tophalf.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B09_diverse_tophalf\J2D_PPOV02K2_N40_B09_diverse_tophalf.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B09_diverse_tophalf\J2D_PPOV02K2_N40_B09_diverse_tophalf_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\40track_full\sanity_base\40track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N40_refreshed_after_K2_training
PPOV02K2_N40_B10_diverse_tophalf,40,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B10_diverse_tophalf\scan_order_PPOV02K2_N40_B10_diverse_tophalf.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02K2_N40_B10_diverse_tophalf.json,"[37,35,29,24,20,30,26,23,25,19,17,11,13,7,5,9,3,1,6,4,0,2,8,10,12,16,18,14,15,21,22,28,32,34,38,36,39,33,31,27]","37,35,29,24,20,30,26,23,25,19,17,11,13,7,5,9,3,1,6,4,0,2,8,10,12,16,18,14,15,21,22,28,32,34,38,36,39,33,31,27",827cc7b310141cd0,PPO_v02K2_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,diverse_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B10_diverse_tophalf,J2D_PPOV02K2_N40_B10_diverse_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B10_diverse_tophalf\J2D_PPOV02K2_N40_B10_diverse_tophalf.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B10_diverse_tophalf\J2D_PPOV02K2_N40_B10_diverse_tophalf.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B10_diverse_tophalf\J2D_PPOV02K2_N40_B10_diverse_tophalf.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B10_diverse_tophalf\J2D_PPOV02K2_N40_B10_diverse_tophalf_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\40track_full\sanity_base\40track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N40_refreshed_after_K2_training
PPOV02K2_N40_B11_diverse_tophalf,40,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B11_diverse_tophalf\scan_order_PPOV02K2_N40_B11_diverse_tophalf.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02K2_N40_B11_diverse_tophalf.json,"[37,29,35,30,20,24,26,25,19,23,17,13,11,9,7,5,1,3,8,4,2,0,6,10,12,14,16,18,15,21,22,28,32,34,38,36,39,33,27,31]","37,29,35,30,20,24,26,25,19,23,17,13,11,9,7,5,1,3,8,4,2,0,6,10,12,14,16,18,15,21,22,28,32,34,38,36,39,33,27,31",124447de22500cae,PPO_v02K2_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,diverse_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B11_diverse_tophalf,J2D_PPOV02K2_N40_B11_diverse_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B11_diverse_tophalf\J2D_PPOV02K2_N40_B11_diverse_tophalf.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B11_diverse_tophalf\J2D_PPOV02K2_N40_B11_diverse_tophalf.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B11_diverse_tophalf\J2D_PPOV02K2_N40_B11_diverse_tophalf.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B11_diverse_tophalf\J2D_PPOV02K2_N40_B11_diverse_tophalf_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\40track_full\sanity_base\40track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N40_refreshed_after_K2_training
PPOV02K2_N40_B12_diverse_tophalf,40,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B12_diverse_tophalf\scan_order_PPOV02K2_N40_B12_diverse_tophalf.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02K2_N40_B12_diverse_tophalf.json,"[37,35,29,24,20,26,30,25,23,19,17,13,11,9,5,3,1,7,2,0,4,6,10,8,16,18,14,12,15,21,22,32,28,34,38,36,39,33,31,27]","37,35,29,24,20,26,30,25,23,19,17,13,11,9,5,3,1,7,2,0,4,6,10,8,16,18,14,12,15,21,22,32,28,34,38,36,39,33,31,27",c1b4f84f892876e1,PPO_v02K2_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,diverse_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B12_diverse_tophalf,J2D_PPOV02K2_N40_B12_diverse_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B12_diverse_tophalf\J2D_PPOV02K2_N40_B12_diverse_tophalf.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B12_diverse_tophalf\J2D_PPOV02K2_N40_B12_diverse_tophalf.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B12_diverse_tophalf\J2D_PPOV02K2_N40_B12_diverse_tophalf.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B12_diverse_tophalf\J2D_PPOV02K2_N40_B12_diverse_tophalf_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\40track_full\sanity_base\40track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N40_refreshed_after_K2_training
PPOV02K2_N40_B13_diverse_tophalf,40,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B13_diverse_tophalf\scan_order_PPOV02K2_N40_B13_diverse_tophalf.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02K2_N40_B13_diverse_tophalf.json,"[37,35,29,20,24,26,30,25,23,19,13,11,9,7,3,5,1,0,4,8,2,6,10,14,18,12,16,17,15,21,22,28,32,34,36,38,33,27,31,39]","37,35,29,20,24,26,30,25,23,19,13,11,9,7,3,5,1,0,4,8,2,6,10,14,18,12,16,17,15,21,22,28,32,34,36,38,33,27,31,39",757185fc9ab5c312,PPO_v02K2_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,diverse_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B13_diverse_tophalf,J2D_PPOV02K2_N40_B13_diverse_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B13_diverse_tophalf\J2D_PPOV02K2_N40_B13_diverse_tophalf.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B13_diverse_tophalf\J2D_PPOV02K2_N40_B13_diverse_tophalf.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B13_diverse_tophalf\J2D_PPOV02K2_N40_B13_diverse_tophalf.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B13_diverse_tophalf\J2D_PPOV02K2_N40_B13_diverse_tophalf_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\40track_full\sanity_base\40track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N40_refreshed_after_K2_training
PPOV02K2_N40_B14_novelty_tophalf,40,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B14_novelty_tophalf\scan_order_PPOV02K2_N40_B14_novelty_tophalf.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02K2_N40_B14_novelty_tophalf.json,"[37,35,29,24,20,30,26,25,23,19,17,13,11,9,7,5,3,1,8,2,0,4,6,10,12,14,16,18,15,21,22,28,32,34,36,38,39,33,31,27]","37,35,29,24,20,30,26,25,23,19,17,13,11,9,7,5,3,1,8,2,0,4,6,10,12,14,16,18,15,21,22,28,32,34,36,38,39,33,31,27",2529844c8f77a738,PPO_v02K2_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,novelty_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B14_novelty_tophalf,J2D_PPOV02K2_N40_B14_novelty_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B14_novelty_tophalf\J2D_PPOV02K2_N40_B14_novelty_tophalf.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B14_novelty_tophalf\J2D_PPOV02K2_N40_B14_novelty_tophalf.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B14_novelty_tophalf\J2D_PPOV02K2_N40_B14_novelty_tophalf.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B14_novelty_tophalf\J2D_PPOV02K2_N40_B14_novelty_tophalf_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\40track_full\sanity_base\40track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N40_refreshed_after_K2_training
PPOV02K2_N40_B15_novelty_tophalf,40,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B15_novelty_tophalf\scan_order_PPOV02K2_N40_B15_novelty_tophalf.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02K2_N40_B15_novelty_tophalf.json,"[37,35,29,20,30,24,26,25,23,19,17,13,11,9,7,5,3,1,6,2,0,4,8,10,12,14,16,18,15,21,22,28,32,34,36,38,39,33,27,31]","37,35,29,20,30,24,26,25,23,19,17,13,11,9,7,5,3,1,6,2,0,4,8,10,12,14,16,18,15,21,22,28,32,34,36,38,39,33,27,31",ca785a8ce6fc7d21,PPO_v02K2_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,novelty_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B15_novelty_tophalf,J2D_PPOV02K2_N40_B15_novelty_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B15_novelty_tophalf\J2D_PPOV02K2_N40_B15_novelty_tophalf.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B15_novelty_tophalf\J2D_PPOV02K2_N40_B15_novelty_tophalf.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B15_novelty_tophalf\J2D_PPOV02K2_N40_B15_novelty_tophalf.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B15_novelty_tophalf\J2D_PPOV02K2_N40_B15_novelty_tophalf_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\40track_full\sanity_base\40track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N40_refreshed_after_K2_training
PPOV02K2_N40_B16_novelty_tophalf,40,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B16_novelty_tophalf\scan_order_PPOV02K2_N40_B16_novelty_tophalf.json,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\selected_batch32_K2\scan_orders\scan_order_PPOV02K2_N40_B16_novelty_tophalf.json,"[37,35,29,24,20,30,26,25,23,19,17,13,11,9,7,5,3,1,2,0,4,6,8,10,18,12,14,16,15,21,22,28,34,38,36,32,39,33,27,31]","37,35,29,24,20,30,26,25,23,19,17,13,11,9,7,5,3,1,2,0,4,6,8,10,18,12,14,16,15,21,22,28,34,38,36,32,39,33,27,31",4ecd67bdb89f1edd,PPO_v02K2_checkpoint_inference,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v02_targeted_N24_N40\stageK2_n40_completion\checkpoints\N40_seed20260624_maskable_ppo_v02_K2.zip,20260624,novelty_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B16_novelty_tophalf,J2D_PPOV02K2_N40_B16_novelty_tophalf,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B16_novelty_tophalf\J2D_PPOV02K2_N40_B16_novelty_tophalf.cae,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B16_novelty_tophalf\J2D_PPOV02K2_N40_B16_novelty_tophalf.inp,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B16_novelty_tophalf\J2D_PPOV02K2_N40_B16_novelty_tophalf.jnl,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_ppo_v02K2_targeted_N24_N40_batch32_v01\N40PPOV02K2_N40_B16_novelty_tophalf\J2D_PPOV02K2_N40_B16_novelty_tophalf_stageL_generation_log.json,E:\Projects\RL-LAM-ScanOpt\cae_model\40track_full\sanity_base\40track_sanity_base.cae,stage3_ppo_v02K2_targeted_N24_N40_batch32_v01,False,False,N40_refreshed_after_K2_training
