check,status,details
scan_json_PPOFINAL_N40_B215_novelty,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B215_novelty.json
scan_json_PPOFINAL_N40_B216_novelty,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B216_novelty.json
scan_json_PPOFINAL_N40_B217_baseline_proximity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B217_baseline_proximity.json
scan_json_PPOFINAL_N40_B218_baseline_proximity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B218_baseline_proximity.json
scan_json_PPOFINAL_N40_B219_baseline_proximity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B219_baseline_proximity.json
scan_json_PPOFINAL_N40_B220_baseline_proximity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B220_baseline_proximity.json
scan_json_PPOFINAL_N40_B221_baseline_proximity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B221_baseline_proximity.json
scan_json_PPOFINAL_N40_B222_baseline_proximity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B222_baseline_proximity.json
scan_json_PPOFINAL_N40_B223_baseline_proximity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B223_baseline_proximity.json
scan_json_PPOFINAL_N40_B224_baseline_proximity,PASS,exists=True; match=True; legal=True; E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_final_expansion_224_to_320\selected_candidates\scan_orders\scan_order_PPOFINAL_N40_B224_baseline_proximity.json
base_cae_N12,PASS,E:\Projects\RL-LAM-ScanOpt\cae_model\12track_full\sanity_base\12track_sanity_base.cae
base_cae_N16,PASS,E:\Projects\RL-LAM-ScanOpt\cae_model\16track_full\sanity_base\16track_sanity_base.cae
base_cae_N24,PASS,E:\Projects\RL-LAM-ScanOpt\cae_model\24track_full\sanity_base\24track_sanity_base.cae
base_cae_N40,PASS,E:\Projects\RL-LAM-ScanOpt\cae_model\40track_full\sanity_base\40track_sanity_base.cae
case_root_no_lck,PASS,
case_root_no_solver_outputs,PASS,
case_root_existing_generation_files,PASS,existing CAE/INP/JNL count=0
