dataset_source,teacher_metric_extracted,n,strategy_name,source_strategy_name,order_json,order_compact,order_hash,u2_range,peeq_max,surface_t_proxy,mises_max,teacher_validation_status,ppo_v01_predicted_surrogate_reward_lex,duplicate_vs_combined552,duplicate_role
stage3_native_combined552,True,24,S3R59N40PR40_N24_B15_n24_maint,S3R59N40PR40_N24_B15_n24_maint,"[8,6,4,2,0,23,17,15,13,9,7,5,3,1,11,19,21,22,10,12,14,16,18,20]","8,6,4,2,0,23,17,15,13,9,7,5,3,1,11,19,21,22,10,12,14,16,18,20",8a0e6e8eb4faa391,0.0001111758224396,0.1559894531965255,582886080.0,579944576.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R59N40PR40_N24_B16_n24_uncertainty,S3R59N40PR40_N24_B16_n24_uncertainty,"[22,17,15,13,9,20,18,16,14,12,10,8,6,4,2,0,23,21,19,11,1,3,5,7]","22,17,15,13,9,20,18,16,14,12,10,8,6,4,2,0,23,21,19,11,1,3,5,7",6ed85c81881004c9,0.0001070608966529,0.1637184023857116,582191552.0,579943680.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R64VNR_N24_B01_n24_diversity,S3R64VNR_N24_B01_n24_diversity,"[3,8,13,18,23,4,9,14,19,0,5,10,15,20,1,6,11,16,21,2,7,12,17,22]","3,8,13,18,23,4,9,14,19,0,5,10,15,20,1,6,11,16,21,2,7,12,17,22",12793ccf8df402ed,0.0005476717965393,0.1511800736188888,581922240.0,579943744.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R64VNR_N24_B02_n24_penalty_diag,S3R64VNR_N24_B02_n24_penalty_diag,"[22,17,21,13,9,7,5,3,1,11,19,15,23,0,2,4,6,8,10,12,14,16,18,20]","22,17,21,13,9,7,5,3,1,11,19,15,23,0,2,4,6,8,10,12,14,16,18,20",7b1e8363fa479c04,5.817346982439631e-05,0.1540863960981369,581985280.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R64VNR_N24_B03_n24_penalty_diag,S3R64VNR_N24_B03_n24_penalty_diag,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,20,16,18,14]","22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,20,16,18,14",d549611332654032,7.998157980182441e-05,0.1573197245597839,584387200.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R64VNR_N24_B04_n24_frozen_ref,S3R64VNR_N24_B04_n24_frozen_ref,"[22,23,15,13,9,7,5,3,1,11,19,21,17,0,2,4,6,8,10,12,14,16,18,20]","22,23,15,13,9,7,5,3,1,11,19,21,17,0,2,4,6,8,10,12,14,16,18,20",f71a3d4cd71aa3bc,4.555185842036735e-05,0.1563369333744049,581939200.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R64VNR_N24_B05_n24_frozen_ref,S3R64VNR_N24_B05_n24_frozen_ref,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,12,8,10,6,14,16,18,20]","22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,12,8,10,6,14,16,18,20",503e5a1dc092b7f5,8.479232792524272e-05,0.1526632010936737,581897600.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R64VNR_N24_B06_n24_frozen_ref,S3R64VNR_N24_B06_n24_frozen_ref,"[22,18,16,14,12,10,8,6,4,2,0,23,21,19,11,1,3,5,7,9,13,15,17,20]","22,18,16,14,12,10,8,6,4,2,0,23,21,19,11,1,3,5,7,9,13,15,17,20",d83123af51daf0e5,5.291443812893704e-05,0.1540330648422241,584860160.0,579944576.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R64VNR_N24_B07_n24_uncertainty,S3R64VNR_N24_B07_n24_uncertainty,"[22,17,15,13,3,7,5,9,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20]","22,17,15,13,3,7,5,9,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20",c5685341435dbba9,4.171763998783717e-05,0.1558772623538971,582083072.0,579944448.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R64VNR_N24_B08_n24_uncertainty,S3R64VNR_N24_B08_n24_uncertainty,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,10,18,14,16,12,20]","22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,10,18,14,16,12,20",252e5d5500b0b1c5,6.466203285526717e-05,0.1559343636035919,581858048.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R69SNR_N24_B01_n24_anchor_ref,S3R69SNR_N24_B01_n24_anchor_ref,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,16,12,14,10,18,20]","22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,16,12,14,10,18,20",00675d2f78e22071,5.2054501793463714e-05,0.1573824286460876,581868672.0,579943616.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R69SNR_N24_B02_n24_anchor_ref,S3R69SNR_N24_B02_n24_anchor_ref,"[22,17,19,21,9,7,5,3,1,11,15,13,23,0,2,4,6,8,10,12,14,16,18,20]","22,17,19,21,9,7,5,3,1,11,15,13,23,0,2,4,6,8,10,12,14,16,18,20",fb07af83facabb20,5.223163771006512e-05,0.1590837091207504,582154880.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R69SNR_N24_B03_n24_uncertainty,S3R69SNR_N24_B03_n24_uncertainty,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,6,4,2,10,8,12,14,16,18,20]","22,17,15,13,9,7,5,3,1,11,19,21,23,0,6,4,2,10,8,12,14,16,18,20",078633e14ca02b45,7.800453818163078e-05,0.152449369430542,581069440.0,579943488.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R69SNR_N24_B04_n24_uncertainty,S3R69SNR_N24_B04_n24_uncertainty,"[22,17,15,13,9,5,7,3,1,11,19,21,23,0,6,4,2,8,10,12,14,16,18,20]","22,17,15,13,9,5,7,3,1,11,19,21,23,0,6,4,2,8,10,12,14,16,18,20",03078ca2a17672da,5.831045632476162e-05,0.1526206135749817,581044032.0,579943552.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R74FSD_N24_B01_n24_anchor_ref,S3R74FSD_N24_B01_n24_anchor_ref,"[22,17,15,1,9,7,5,3,13,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20]","22,17,15,1,9,7,5,3,13,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20",d7ba002519eefbc4,4.495266580306634e-05,0.1542437821626663,582444480.0,579944384.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,24,S3R74FSD_N24_B02_n24_anchor_ref,S3R74FSD_N24_B02_n24_anchor_ref,"[22,17,15,13,11,1,3,5,7,9,19,21,23,0,2,4,6,8,10,12,14,16,18,20]","22,17,15,13,11,1,3,5,7,9,19,21,23,0,2,4,6,8,10,12,14,16,18,20",3b4b69afba173369,4.6763470891164616e-05,0.1578554660081863,582119488.0,579944448.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
ppo_v01_teacher_validated,True,40,ppo_v01::PPOV01_N40_B01_deterministic,PPOV01_N40_B01_deterministic,"[11,1,3,15,21,23,37,31,29,25,39,35,27,33,17,19,13,5,0,7,9,20,24,36,32,30,38,34,22,26,28,18,6,4,8,16,14,12,10,2]","11,1,3,15,21,23,37,31,29,25,39,35,27,33,17,19,13,5,0,7,9,20,24,36,32,30,38,34,22,26,28,18,6,4,8,16,14,12,10,2",5015aabd66c74efa,0.0005421275095613,0.1637966185808181,583024832.0,579926912.0,PASS_TEACHER_FIELDS_EXTRACTED,0.7291352256805205,False,
ppo_v01_teacher_validated,True,40,ppo_v01::PPOV01_N40_B02_surrogate_top,PPOV01_N40_B02_surrogate_top,"[11,3,1,15,23,21,29,31,37,39,27,17,33,35,19,25,13,9,0,7,5,20,22,32,36,34,24,26,30,38,28,6,2,18,4,8,10,16,14,12]","11,3,1,15,23,21,29,31,37,39,27,17,33,35,19,25,13,9,0,7,5,20,22,32,36,34,24,26,30,38,28,6,2,18,4,8,10,16,14,12",b3be48f2d4e40a36,0.0005475423565712,0.162598118185997,589503488.0,579926592.0,PASS_TEACHER_FIELDS_EXTRACTED,0.7925207039136701,False,
ppo_v01_teacher_validated,True,40,ppo_v01::PPOV01_N40_B03_surrogate_top,PPOV01_N40_B03_surrogate_top,"[11,1,3,15,37,29,21,23,31,35,33,27,39,25,13,17,19,9,7,5,0,6,20,30,36,22,24,26,32,34,38,28,18,14,16,4,2,8,12,10]","11,1,3,15,37,29,21,23,31,35,33,27,39,25,13,17,19,9,7,5,0,6,20,30,36,22,24,26,32,34,38,28,18,14,16,4,2,8,12,10",b63f604e997672fc,0.0005280987975311,0.1539924144744873,586021120.0,579925568.0,PASS_TEACHER_FIELDS_EXTRACTED,0.79162402756793,False,
ppo_v01_teacher_validated,True,40,ppo_v01::PPOV01_N40_B04_surrogate_top,PPOV01_N40_B04_surrogate_top,"[11,1,3,15,21,17,37,39,29,31,35,13,23,27,25,33,19,9,0,5,7,20,24,32,26,34,22,38,36,30,28,8,6,4,16,18,12,14,10,2]","11,1,3,15,21,17,37,39,29,31,35,13,23,27,25,33,19,9,0,5,7,20,24,32,26,34,22,38,36,30,28,8,6,4,16,18,12,14,10,2",e93f64804bdaeb41,0.0005660728279508,0.154437705874443,582664128.0,579926848.0,PASS_TEACHER_FIELDS_EXTRACTED,0.7800979200243813,False,
ppo_v01_teacher_validated,True,40,ppo_v01::PPOV01_N40_B05_diverse_tophalf,PPOV01_N40_B05_diverse_tophalf,"[11,3,1,21,15,27,39,35,25,37,31,29,19,23,33,17,7,13,5,0,9,30,20,24,32,38,28,34,36,26,22,16,6,8,12,4,2,14,18,10]","11,3,1,21,15,27,39,35,25,37,31,29,19,23,33,17,7,13,5,0,9,30,20,24,32,38,28,34,36,26,22,16,6,8,12,4,2,14,18,10",88295961bef21668,0.0007052463110994,0.1539645344018936,582896768.0,579925504.0,PASS_TEACHER_FIELDS_EXTRACTED,0.6872466171957923,False,
ppo_v01_teacher_validated,True,40,ppo_v01::PPOV01_N40_B06_diverse_tophalf,PPOV01_N40_B06_diverse_tophalf,"[11,1,15,3,39,21,23,17,27,37,31,35,33,29,25,19,13,7,5,0,6,9,20,22,24,30,32,36,34,26,38,28,14,18,4,2,8,10,12,16]","11,1,15,3,39,21,23,17,27,37,31,35,33,29,25,19,13,7,5,0,6,9,20,22,24,30,32,36,34,26,38,28,14,18,4,2,8,10,12,16",d8b811f462e44e1f,0.0005497977463164,0.1537813395261764,585889088.0,579926528.0,PASS_TEACHER_FIELDS_EXTRACTED,0.7738833867775003,False,
ppo_v01_teacher_validated,True,40,ppo_v01::PPOV01_N40_B07_novelty_tophalf,PPOV01_N40_B07_novelty_tophalf,"[11,1,3,27,15,21,37,39,33,31,35,23,25,29,17,19,9,5,0,7,13,28,36,38,22,24,20,32,30,34,26,18,6,16,14,12,4,8,10,2]","11,1,3,27,15,21,37,39,33,31,35,23,25,29,17,19,9,5,0,7,13,28,36,38,22,24,20,32,30,34,26,18,6,16,14,12,4,8,10,2",a5ecd0c8859debb5,0.000474216584962,0.154445469379425,583564800.0,579925696.0,PASS_TEACHER_FIELDS_EXTRACTED,0.7694586120361706,False,
ppo_v01_teacher_validated,True,40,ppo_v01::PPOV01_N40_B08_stochastic_highreward,PPOV01_N40_B08_stochastic_highreward,"[11,3,1,15,21,29,35,23,37,39,31,33,19,17,25,27,32,13,9,0,7,5,20,22,38,36,34,26,24,30,28,6,18,10,16,14,4,2,8,12]","11,3,1,15,21,29,35,23,37,39,31,33,19,17,25,27,32,13,9,0,7,5,20,22,38,36,34,26,24,30,28,6,18,10,16,14,4,2,8,12",2ea5741bff7be54f,0.0005359142433007,0.1599127948284149,584465408.0,579926720.0,PASS_TEACHER_FIELDS_EXTRACTED,0.7760609826258655,False,
stage3_native_combined552,True,40,N40_A01_raster_left_to_right,N40_A01_raster_left_to_right,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39",nan,0.0015270577277988,0.200013056397438,585953088.0,579928512.0,PASS_ODB_EXTRACTED,,,
stage3_native_combined552,True,40,N40_A02_odd_even_interlaced,N40_A02_odd_even_interlaced,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]","0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39",nan,0.0001595688736415,0.1578081995248794,587307392.0,579927744.0,PASS_ODB_EXTRACTED,,,
stage3_native_combined552,True,40,N40_A03_greedy_maximin_distance,N40_A03_greedy_maximin_distance,"[0,39,19,29,9,14,24,34,4,2,6,11,16,21,26,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]","0,39,19,29,9,14,24,34,4,2,6,11,16,21,26,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38",nan,0.0006838651936504,0.1606565862894058,585288896.0,579926656.0,PASS_ODB_EXTRACTED,,,
stage3_native_combined552,True,40,N40_A04_method_c_u2_first_engineering,N40_A04_method_c_u2_first_engineering,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]","0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39",nan,0.0001108189990191,0.153950959444046,582221504.0,579926528.0,PASS_ODB_EXTRACTED,,,
stage3_native_combined552,True,40,N40_A05_center_out,N40_A05_center_out,"[19,20,18,21,17,22,16,23,15,24,14,25,13,26,12,27,11,28,10,29,9,30,8,31,7,32,6,33,5,34,4,35,3,36,2,37,1,38,0,39]","19,20,18,21,17,22,16,23,15,24,14,25,13,26,12,27,11,28,10,29,9,30,8,31,7,32,6,33,5,34,4,35,3,36,2,37,1,38,0,39",nan,0.0018341616960242,0.1796219497919082,588607232.0,579925632.0,PASS_ODB_EXTRACTED,,,
stage3_native_combined552,True,40,N40_A06_edge_in_alternating,N40_A06_edge_in_alternating,"[0,39,1,38,2,37,3,36,4,35,5,34,6,33,7,32,8,31,9,30,10,29,11,28,12,27,13,26,14,25,15,24,16,23,17,22,18,21,19,20]","0,39,1,38,2,37,3,36,4,35,5,34,6,33,7,32,8,31,9,30,10,29,11,28,12,27,13,26,14,25,15,24,16,23,17,22,18,21,19,20",nan,0.0016398808220401,0.2005691230297088,595556480.0,579926400.0,PASS_ODB_EXTRACTED,,,
stage3_native_combined552,True,40,N40_A07_regular_jump_coprime,N40_A07_regular_jump_coprime,"[0,13,26,39,12,25,38,11,24,37,10,23,36,9,22,35,8,21,34,7,20,33,6,19,32,5,18,31,4,17,30,3,16,29,2,15,28,1,14,27]","0,13,26,39,12,25,38,11,24,37,10,23,36,9,22,35,8,21,34,7,20,33,6,19,32,5,18,31,4,17,30,3,16,29,2,15,28,1,14,27",nan,0.0020766726229339,0.1631038337945938,595582528.0,579924032.0,PASS_ODB_EXTRACTED,,,
stage3_native_combined552,True,40,N40_A08_block_interleaved_quarters,N40_A08_block_interleaved_quarters,"[0,10,20,30,1,11,21,31,2,12,22,32,3,13,23,33,4,14,24,34,5,15,25,35,6,16,26,36,7,17,27,37,8,18,28,38,9,19,29,39]","0,10,20,30,1,11,21,31,2,12,22,32,3,13,23,33,4,14,24,34,5,15,25,35,6,16,26,36,7,17,27,37,8,18,28,38,9,19,29,39",nan,0.0020561176352202,0.1575537621974945,594139136.0,579924416.0,PASS_ODB_EXTRACTED,,,
stage3_native_combined552,True,40,N40_A09_center_edge_alternating,N40_A09_center_edge_alternating,"[19,0,20,39,18,1,21,38,17,2,22,37,16,3,23,36,15,4,24,35,14,5,25,34,13,6,26,33,12,7,27,32,11,8,28,31,10,9,29,30]","19,0,20,39,18,1,21,38,17,2,22,37,16,3,23,36,15,4,24,35,14,5,25,34,13,6,26,33,12,7,27,32,11,8,28,31,10,9,29,30",nan,0.0018988421652466,0.177616149187088,588119552.0,579924096.0,PASS_ODB_EXTRACTED,,,
stage3_native_combined552,True,40,N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,39,2,19,4,29,6,9,8,14,10,24,12,34,16,18,20,11,22,21,26,28,31,30,36,32,1,3,5,38,7,13,15,17,23,25,27,33,35,37]","0,39,2,19,4,29,6,9,8,14,10,24,12,34,16,18,20,11,22,21,26,28,31,30,36,32,1,3,5,38,7,13,15,17,23,25,27,33,35,37",nan,0.000760835359415,0.1565078347921371,585921600.0,579925632.0,PASS_ODB_EXTRACTED,,,
stage3_native_combined552,True,40,N40_A11_graph_pointer_policy_diverse_01,N40_A11_graph_pointer_policy_diverse_01,"[0,13,39,26,1,38,12,2,25,37,3,11,36,24,4,35,10,5,23,34,6,9,33,22,7,32,8,21,31,30,20,29,19,28,27,18,14,17,15,16]","0,13,39,26,1,38,12,2,25,37,3,11,36,24,4,35,10,5,23,34,6,9,33,22,7,32,8,21,31,30,20,29,19,28,27,18,14,17,15,16",nan,0.0017065715510398,0.1783028244972229,591114368.0,579925952.0,PASS_ODB_EXTRACTED,,,
stage3_native_combined552,True,40,N40_A12_graph_pointer_policy_diverse_02,N40_A12_graph_pointer_policy_diverse_02,"[15,24,14,25,13,26,12,27,11,28,10,29,9,30,8,31,7,32,6,33,5,34,4,35,3,36,2,37,1,38,0,39,19,20,18,21,17,22,16,23]","15,24,14,25,13,26,12,27,11,28,10,29,9,30,8,31,7,32,6,33,5,34,4,35,3,36,2,37,1,38,0,39,19,20,18,21,17,22,16,23",nan,0.0017555009108036,0.172971487045288,584625472.0,579924800.0,PASS_ODB_EXTRACTED,,,
stage3_native_combined552,True,40,N40_A13_graph_pointer_policy_anti_odd_even_novelty,N40_A13_graph_pointer_policy_anti_odd_even_novelty,"[1,38,3,36,5,34,7,32,9,30,11,28,13,26,15,24,17,22,19,20,21,18,23,16,25,14,27,12,29,10,31,8,33,6,35,4,37,2,39,0]","1,38,3,36,5,34,7,32,9,30,11,28,13,26,15,24,17,22,19,20,21,18,23,16,25,14,27,12,29,10,31,8,33,6,35,4,37,2,39,0",nan,0.0006711278786042,0.1731724888086319,581541824.0,579925760.0,PASS_ODB_EXTRACTED,,,
stage3_native_combined552,True,40,N40_A14_graph_pointer_policy_u2first_proxy,N40_A14_graph_pointer_policy_u2first_proxy,"[0,19,2,20,4,18,6,21,8,17,10,22,12,16,14,23,15,24,25,13,26,28,30,27,32,11,34,36,38,29,1,9,3,5,7,31,33,35,37,39]","0,19,2,20,4,18,6,21,8,17,10,22,12,16,14,23,15,24,25,13,26,28,30,27,32,11,34,36,38,29,1,9,3,5,7,31,33,35,37,39",nan,0.0011768606042323,0.1633206307888031,585949184.0,579927232.0,PASS_ODB_EXTRACTED,,,
stage3_native_combined552,True,40,N40_A15_graph_pointer_policy_balanced_dispersion_proxy,N40_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,19,39,20,18,29,21,9,17,14,22,24,16,34,23,4,15,2,6,11,25,13,26,12,31,27,36,1,28,3,10,5,7,8,30,32,33,35,37,38]","0,19,39,20,18,29,21,9,17,14,22,24,16,34,23,4,15,2,6,11,25,13,26,12,31,27,36,1,28,3,10,5,7,8,30,32,33,35,37,38",nan,0.0012380398286495,0.1692227870225906,585095872.0,579926784.0,PASS_ODB_EXTRACTED,,,
stage3_native_combined552,True,40,S3B20_N40_B01_surrogate_top,S3B20_N40_B01_surrogate_top,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,38,36,34,32,30,9,7,5,3,1,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]","0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,38,36,34,32,30,9,7,5,3,1,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39",nan,0.0001138904335675,0.1606883257627487,582971072.0,579927616.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,40,S3B20_N40_B02_diversity_top,S3B20_N40_B02_diversity_top,"[1,21,23,25,27,29,31,33,35,37,39,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3]","1,21,23,25,27,29,31,33,35,37,39,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3",nan,8.922922461351845e-05,0.1550463587045669,585152448.0,579926080.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,40,S3B20_N40_B03_method_c_inspired,S3B20_N40_B03_method_c_inspired,"[0,39,19,29,9,14,24,34,4,2,6,26,21,16,11,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]","0,39,19,29,9,14,24,34,4,2,6,26,21,16,11,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38",nan,0.0006816700476974,0.1621466130018234,585965568.0,579926656.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,40,S3B20_N40_B04_surrogate_top,S3B20_N40_B04_surrogate_top,"[0,2,10,8,6,4,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]","0,2,10,8,6,4,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39",nan,0.0001807131311579,0.1540584713220596,582236352.0,579926464.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,40,S3B20_N40_B05_surrogate_top,S3B20_N40_B05_surrogate_top,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,35,33,31,29,27,25,37,39]","0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,35,33,31,29,27,25,37,39",nan,0.0001120584784075,0.1585296392440796,582652032.0,579927296.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,40,S3R19B28_N40_B01_surrogate_top,S3R19B28_N40_B01_surrogate_top,"[1,21,23,25,27,29,31,33,35,37,39,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,38,36,34,32,19,17,15,13,11,9,7,5,3]","1,21,23,25,27,29,31,33,35,37,39,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,38,36,34,32,19,17,15,13,11,9,7,5,3",nan,8.087984315352514e-05,0.1614688634872436,585938752.0,579927040.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,40,S3R19B28_N40_B02_u2_primary_top,S3R19B28_N40_B02_u2_primary_top,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,1,21,23,25,27,29,31,33,35,37,39,38,19,17,15,13,11,9,7,5,3]","0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,1,21,23,25,27,29,31,33,35,37,39,38,19,17,15,13,11,9,7,5,3",nan,0.0001381478778057,0.1691655367612838,583121664.0,579926336.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,40,S3R19B28_N40_B03_geometry_signal_top,S3R19B28_N40_B03_geometry_signal_top,"[2,23,4,25,6,27,8,29,10,31,12,33,14,35,16,37,18,39,20,1,22,3,24,5,26,7,28,9,30,11,32,13,34,15,36,17,38,19,0,21]","2,23,4,25,6,27,8,29,10,31,12,33,14,35,16,37,18,39,20,1,22,3,24,5,26,7,28,9,30,11,32,13,34,15,36,17,38,19,0,21",nan,0.0007239246517656,0.1577377021312713,585212224.0,579926080.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,40,S3R19B28_N40_B04_method_c_inspired,S3R19B28_N40_B04_method_c_inspired,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,1,21,23,25,27,29,31,33,35,37,39,17,15,13,11,9,7,5,3]","0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,1,21,23,25,27,29,31,33,35,37,39,17,15,13,11,9,7,5,3",nan,0.0001491561724833,0.1566519737243652,583935936.0,579926208.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,40,S3R19B28_N40_B05_diversity_top,S3R19B28_N40_B05_diversity_top,"[2,35,28,21,14,7,0,33,26,19,12,5,38,31,24,17,10,3,36,29,22,15,8,1,34,27,20,13,6,39,32,25,18,11,4,37,30,23,16,9]","2,35,28,21,14,7,0,33,26,19,12,5,38,31,24,17,10,3,36,29,22,15,8,1,34,27,20,13,6,39,32,25,18,11,4,37,30,23,16,9",nan,0.0009652040533865,0.1442238241434097,585249728.0,579926016.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,40,S3R19B28_N40_B06_uncertainty_calibration,S3R19B28_N40_B06_uncertainty_calibration,"[19,37,15,33,11,29,7,25,3,21,39,17,35,13,31,9,27,5,23,1,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38]","19,37,15,33,11,29,7,25,3,21,39,17,35,13,31,9,27,5,23,1,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38",nan,0.0002895531576996,0.1524127125740051,581119040.0,579926528.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,40,S3R19B28_N40_B07_control_sentinel,S3R19B28_N40_B07_control_sentinel,"[28,5,22,39,16,33,10,27,4,21,38,15,32,9,26,3,20,37,14,31,8,25,2,19,36,13,30,7,24,1,18,35,12,29,6,23,0,17,34,11]","28,5,22,39,16,33,10,27,4,21,38,15,32,9,26,3,20,37,14,31,8,25,2,19,36,13,30,7,24,1,18,35,12,29,6,23,0,17,34,11",nan,0.001751992967911,0.1497652232646942,589166208.0,579925568.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
stage3_native_combined552,True,40,S3R19B28_N40_B08_known_best_mutation,S3R19B28_N40_B08_known_best_mutation,"[1,21,23,25,27,28,30,32,34,36,38,0,2,4,6,8,10,12,14,16,18,20,22,24,26,29,31,33,35,37,39,19,17,15,13,11,9,7,5,3]","1,21,23,25,27,28,30,32,34,36,38,0,2,4,6,8,10,12,14,16,18,20,22,24,26,29,31,33,35,37,39,19,17,15,13,11,9,7,5,3",nan,0.0002107644334046,0.1547115296125412,585281536.0,579926016.0,PASS_TEACHER_FIELDS_EXTRACTED,,,
