case_i,case_j,n,strategy_i,strategy_j,order_i,order_j,reward_mean_all_i,reward_mean_all_j,u2_rank_i,u2_rank_j,peeq_rank_i,peeq_rank_j,surfaceT_rank_i,surfaceT_rank_j,preferred_by_reward_mean,preferred_by_u2,reward_margin,u2_rank_margin,peeq_rank_margin,surfaceT_rank_margin
N24_A12_graph_pointer_policy_diverse_02,N24_A14_graph_pointer_policy_u2first_proxy,24,N24_A12_graph_pointer_policy_diverse_02,N24_A14_graph_pointer_policy_u2first_proxy,"[9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23,11,12,10,13]","[0,11,2,12,4,10,6,13,8,9,14,15,16,7,18,20,22,17,1,5,3,19,21,23]",0.3242857142857143,0.55,11.0,8.0,9.0,6.0,4.0,5.0,j,j,0.22571428571428576,3.0,3.0,1.0
N24_A12_graph_pointer_policy_diverse_02,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,24,N24_A12_graph_pointer_policy_diverse_02,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,"[9,14,8,15,7,16,6,17,5,18,4,19,3,20,2,21,1,22,0,23,11,12,10,13]","[0,11,23,12,10,17,13,5,9,8,14,20,15,2,7,1,16,3,6,4,18,19,21,22]",0.3242857142857143,0.3771428571428571,11.0,9.0,9.0,11.0,4.0,8.0,j,j,0.052857142857142825,2.0,2.0,4.0
N24_A13_graph_pointer_policy_anti_odd_even_novelty,N24_A14_graph_pointer_policy_u2first_proxy,24,N24_A13_graph_pointer_policy_anti_odd_even_novelty,N24_A14_graph_pointer_policy_u2first_proxy,"[1,22,3,20,5,18,7,16,9,14,11,12,13,10,15,8,17,6,19,4,21,2,23,0]","[0,11,2,12,4,10,6,13,8,9,14,15,16,7,18,20,22,17,1,5,3,19,21,23]",0.7428571428571429,0.55,5.0,8.0,5.0,6.0,1.0,5.0,i,i,0.19285714285714284,3.0,1.0,4.0
N24_A13_graph_pointer_policy_anti_odd_even_novelty,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,24,N24_A13_graph_pointer_policy_anti_odd_even_novelty,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,"[1,22,3,20,5,18,7,16,9,14,11,12,13,10,15,8,17,6,19,4,21,2,23,0]","[0,11,23,12,10,17,13,5,9,8,14,20,15,2,7,1,16,3,6,4,18,19,21,22]",0.7428571428571429,0.3771428571428571,5.0,9.0,5.0,11.0,1.0,8.0,i,i,0.36571428571428577,4.0,6.0,7.0
N24_A14_graph_pointer_policy_u2first_proxy,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,24,N24_A14_graph_pointer_policy_u2first_proxy,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,11,2,12,4,10,6,13,8,9,14,15,16,7,18,20,22,17,1,5,3,19,21,23]","[0,11,23,12,10,17,13,5,9,8,14,20,15,2,7,1,16,3,6,4,18,19,21,22]",0.55,0.3771428571428571,8.0,9.0,6.0,11.0,5.0,8.0,i,i,0.17285714285714293,1.0,5.0,3.0
N40_A01_raster_left_to_right,N40_A02_odd_even_interlaced,40,N40_A01_raster_left_to_right,N40_A02_odd_even_interlaced,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]",0.3842857142857143,0.85,8.0,2.0,14.0,4.0,8.0,9.0,j,j,0.4657142857142857,6.0,10.0,1.0
N40_A01_raster_left_to_right,N40_A03_greedy_maximin_distance,40,N40_A01_raster_left_to_right,N40_A03_greedy_maximin_distance,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[0,39,19,29,9,14,24,34,4,2,6,11,16,21,26,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]",0.3842857142857143,0.7642857142857142,8.0,4.0,14.0,5.0,8.0,5.0,j,j,0.37999999999999995,4.0,9.0,3.0
N40_A01_raster_left_to_right,N40_A04_method_c_u2_first_engineering,40,N40_A01_raster_left_to_right,N40_A04_method_c_u2_first_engineering,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",0.3842857142857143,0.9928571428571429,8.0,1.0,14.0,1.0,8.0,2.0,j,j,0.6085714285714285,7.0,13.0,6.0
N40_A01_raster_left_to_right,N40_A05_center_out,40,N40_A01_raster_left_to_right,N40_A05_center_out,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[19,20,18,21,17,22,16,23,15,24,14,25,13,26,12,27,11,28,10,29,9,30,8,31,7,32,6,33,5,34,4,35,3,36,2,37,1,38,0,39]",0.3842857142857143,0.16642857142857143,8.0,12.0,14.0,13.0,8.0,11.0,i,i,0.21785714285714286,4.0,1.0,3.0
N40_A01_raster_left_to_right,N40_A06_edge_in_alternating,40,N40_A01_raster_left_to_right,N40_A06_edge_in_alternating,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[0,39,1,38,2,37,3,36,4,35,5,34,6,33,7,32,8,31,9,30,10,29,11,28,12,27,13,26,14,25,15,24,16,23,17,22,18,21,19,20]",0.3842857142857143,0.2671428571428571,8.0,9.0,14.0,15.0,8.0,14.0,i,i,0.11714285714285716,1.0,1.0,6.0
N40_A01_raster_left_to_right,N40_A07_regular_jump_coprime,40,N40_A01_raster_left_to_right,N40_A07_regular_jump_coprime,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[0,13,26,39,12,25,38,11,24,37,10,23,36,9,22,35,8,21,34,7,20,33,6,19,32,5,18,31,4,17,30,3,16,29,2,15,28,1,14,27]",0.3842857142857143,0.09642857142857142,8.0,15.0,14.0,6.0,8.0,15.0,i,i,0.28785714285714287,7.0,8.0,7.0
N40_A01_raster_left_to_right,N40_A08_block_interleaved_quarters,40,N40_A01_raster_left_to_right,N40_A08_block_interleaved_quarters,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[0,10,20,30,1,11,21,31,2,12,22,32,3,13,23,33,4,14,24,34,5,15,25,35,6,16,26,36,7,17,27,37,8,18,28,38,9,19,29,39]",0.3842857142857143,0.18571428571428572,8.0,14.0,14.0,3.0,8.0,13.0,i,i,0.19857142857142857,6.0,11.0,5.0
N40_A01_raster_left_to_right,N40_A09_center_edge_alternating,40,N40_A01_raster_left_to_right,N40_A09_center_edge_alternating,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[19,0,20,39,18,1,21,38,17,2,22,37,16,3,23,36,15,4,24,35,14,5,25,34,13,6,26,33,12,7,27,32,11,8,28,31,10,9,29,30]",0.3842857142857143,0.15285714285714286,8.0,13.0,14.0,11.0,8.0,10.0,i,i,0.23142857142857143,5.0,3.0,2.0
N40_A01_raster_left_to_right,N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,40,N40_A01_raster_left_to_right,N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[0,39,2,19,4,29,6,9,8,14,10,24,12,34,16,18,20,11,22,21,26,28,31,30,36,32,1,3,5,38,7,13,15,17,23,25,27,33,35,37]",0.3842857142857143,0.75,8.0,5.0,14.0,2.0,8.0,6.0,j,j,0.3657142857142857,3.0,12.0,2.0
N40_A01_raster_left_to_right,N40_A11_graph_pointer_policy_diverse_01,40,N40_A01_raster_left_to_right,N40_A11_graph_pointer_policy_diverse_01,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[0,13,39,26,1,38,12,2,25,37,3,11,36,24,4,35,10,5,23,34,6,9,33,22,7,32,8,21,31,30,20,29,19,28,27,18,14,17,15,16]",0.3842857142857143,0.27428571428571424,8.0,10.0,14.0,12.0,8.0,12.0,i,i,0.11000000000000004,2.0,2.0,4.0
N40_A01_raster_left_to_right,N40_A12_graph_pointer_policy_diverse_02,40,N40_A01_raster_left_to_right,N40_A12_graph_pointer_policy_diverse_02,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[15,24,14,25,13,26,12,27,11,28,10,29,9,30,8,31,7,32,6,33,5,34,4,35,3,36,2,37,1,38,0,39,19,20,18,21,17,22,16,23]",0.3842857142857143,0.33142857142857146,8.0,11.0,14.0,9.0,8.0,3.0,i,i,0.052857142857142825,3.0,5.0,5.0
N40_A01_raster_left_to_right,N40_A13_graph_pointer_policy_anti_odd_even_novelty,40,N40_A01_raster_left_to_right,N40_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[1,38,3,36,5,34,7,32,9,30,11,28,13,26,15,24,17,22,19,20,21,18,23,16,25,14,27,12,29,10,31,8,33,6,35,4,37,2,39,0]",0.3842857142857143,0.7714285714285715,8.0,3.0,14.0,10.0,8.0,1.0,j,j,0.3871428571428572,5.0,4.0,7.0
N40_A01_raster_left_to_right,N40_A14_graph_pointer_policy_u2first_proxy,40,N40_A01_raster_left_to_right,N40_A14_graph_pointer_policy_u2first_proxy,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[0,19,2,20,4,18,6,21,8,17,10,22,12,16,14,23,15,24,25,13,26,28,30,27,32,11,34,36,38,29,1,9,3,5,7,31,33,35,37,39]",0.3842857142857143,0.6214285714285713,8.0,6.0,14.0,7.0,8.0,7.0,j,j,0.23714285714285704,2.0,7.0,1.0
N40_A01_raster_left_to_right,N40_A15_graph_pointer_policy_balanced_dispersion_proxy,40,N40_A01_raster_left_to_right,N40_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]","[0,19,39,20,18,29,21,9,17,14,22,24,16,34,23,4,15,2,6,11,25,13,26,12,31,27,36,1,28,3,10,5,7,8,30,32,33,35,37,38]",0.3842857142857143,0.5785714285714285,8.0,7.0,14.0,8.0,8.0,4.0,j,j,0.19428571428571423,1.0,6.0,4.0
N40_A02_odd_even_interlaced,N40_A03_greedy_maximin_distance,40,N40_A02_odd_even_interlaced,N40_A03_greedy_maximin_distance,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]","[0,39,19,29,9,14,24,34,4,2,6,11,16,21,26,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]",0.85,0.7642857142857142,2.0,4.0,4.0,5.0,9.0,5.0,i,i,0.08571428571428574,2.0,1.0,4.0
N40_A02_odd_even_interlaced,N40_A04_method_c_u2_first_engineering,40,N40_A02_odd_even_interlaced,N40_A04_method_c_u2_first_engineering,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]","[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",0.85,0.9928571428571429,2.0,1.0,4.0,1.0,9.0,2.0,j,j,0.1428571428571429,1.0,3.0,7.0
N40_A02_odd_even_interlaced,N40_A05_center_out,40,N40_A02_odd_even_interlaced,N40_A05_center_out,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]","[19,20,18,21,17,22,16,23,15,24,14,25,13,26,12,27,11,28,10,29,9,30,8,31,7,32,6,33,5,34,4,35,3,36,2,37,1,38,0,39]",0.85,0.16642857142857143,2.0,12.0,4.0,13.0,9.0,11.0,i,i,0.6835714285714285,10.0,9.0,2.0
N40_A02_odd_even_interlaced,N40_A06_edge_in_alternating,40,N40_A02_odd_even_interlaced,N40_A06_edge_in_alternating,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]","[0,39,1,38,2,37,3,36,4,35,5,34,6,33,7,32,8,31,9,30,10,29,11,28,12,27,13,26,14,25,15,24,16,23,17,22,18,21,19,20]",0.85,0.2671428571428571,2.0,9.0,4.0,15.0,9.0,14.0,i,i,0.5828571428571429,7.0,11.0,5.0
N40_A02_odd_even_interlaced,N40_A07_regular_jump_coprime,40,N40_A02_odd_even_interlaced,N40_A07_regular_jump_coprime,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]","[0,13,26,39,12,25,38,11,24,37,10,23,36,9,22,35,8,21,34,7,20,33,6,19,32,5,18,31,4,17,30,3,16,29,2,15,28,1,14,27]",0.85,0.09642857142857142,2.0,15.0,4.0,6.0,9.0,15.0,i,i,0.7535714285714286,13.0,2.0,6.0
N40_A02_odd_even_interlaced,N40_A08_block_interleaved_quarters,40,N40_A02_odd_even_interlaced,N40_A08_block_interleaved_quarters,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]","[0,10,20,30,1,11,21,31,2,12,22,32,3,13,23,33,4,14,24,34,5,15,25,35,6,16,26,36,7,17,27,37,8,18,28,38,9,19,29,39]",0.85,0.18571428571428572,2.0,14.0,4.0,3.0,9.0,13.0,i,i,0.6642857142857143,12.0,1.0,4.0
N40_A02_odd_even_interlaced,N40_A09_center_edge_alternating,40,N40_A02_odd_even_interlaced,N40_A09_center_edge_alternating,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]","[19,0,20,39,18,1,21,38,17,2,22,37,16,3,23,36,15,4,24,35,14,5,25,34,13,6,26,33,12,7,27,32,11,8,28,31,10,9,29,30]",0.85,0.15285714285714286,2.0,13.0,4.0,11.0,9.0,10.0,i,i,0.6971428571428571,11.0,7.0,1.0
N40_A02_odd_even_interlaced,N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,40,N40_A02_odd_even_interlaced,N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]","[0,39,2,19,4,29,6,9,8,14,10,24,12,34,16,18,20,11,22,21,26,28,31,30,36,32,1,3,5,38,7,13,15,17,23,25,27,33,35,37]",0.85,0.75,2.0,5.0,4.0,2.0,9.0,6.0,i,i,0.09999999999999998,3.0,2.0,3.0
N40_A02_odd_even_interlaced,N40_A11_graph_pointer_policy_diverse_01,40,N40_A02_odd_even_interlaced,N40_A11_graph_pointer_policy_diverse_01,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]","[0,13,39,26,1,38,12,2,25,37,3,11,36,24,4,35,10,5,23,34,6,9,33,22,7,32,8,21,31,30,20,29,19,28,27,18,14,17,15,16]",0.85,0.27428571428571424,2.0,10.0,4.0,12.0,9.0,12.0,i,i,0.5757142857142857,8.0,8.0,3.0
N40_A02_odd_even_interlaced,N40_A12_graph_pointer_policy_diverse_02,40,N40_A02_odd_even_interlaced,N40_A12_graph_pointer_policy_diverse_02,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]","[15,24,14,25,13,26,12,27,11,28,10,29,9,30,8,31,7,32,6,33,5,34,4,35,3,36,2,37,1,38,0,39,19,20,18,21,17,22,16,23]",0.85,0.33142857142857146,2.0,11.0,4.0,9.0,9.0,3.0,i,i,0.5185714285714285,9.0,5.0,6.0
N40_A02_odd_even_interlaced,N40_A13_graph_pointer_policy_anti_odd_even_novelty,40,N40_A02_odd_even_interlaced,N40_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]","[1,38,3,36,5,34,7,32,9,30,11,28,13,26,15,24,17,22,19,20,21,18,23,16,25,14,27,12,29,10,31,8,33,6,35,4,37,2,39,0]",0.85,0.7714285714285715,2.0,3.0,4.0,10.0,9.0,1.0,i,i,0.07857142857142851,1.0,6.0,8.0
N40_A02_odd_even_interlaced,N40_A14_graph_pointer_policy_u2first_proxy,40,N40_A02_odd_even_interlaced,N40_A14_graph_pointer_policy_u2first_proxy,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]","[0,19,2,20,4,18,6,21,8,17,10,22,12,16,14,23,15,24,25,13,26,28,30,27,32,11,34,36,38,29,1,9,3,5,7,31,33,35,37,39]",0.85,0.6214285714285713,2.0,6.0,4.0,7.0,9.0,7.0,i,i,0.22857142857142865,4.0,3.0,2.0
N40_A02_odd_even_interlaced,N40_A15_graph_pointer_policy_balanced_dispersion_proxy,40,N40_A02_odd_even_interlaced,N40_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]","[0,19,39,20,18,29,21,9,17,14,22,24,16,34,23,4,15,2,6,11,25,13,26,12,31,27,36,1,28,3,10,5,7,8,30,32,33,35,37,38]",0.85,0.5785714285714285,2.0,7.0,4.0,8.0,9.0,4.0,i,i,0.27142857142857146,5.0,4.0,5.0
N40_A03_greedy_maximin_distance,N40_A04_method_c_u2_first_engineering,40,N40_A03_greedy_maximin_distance,N40_A04_method_c_u2_first_engineering,"[0,39,19,29,9,14,24,34,4,2,6,11,16,21,26,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]","[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",0.7642857142857142,0.9928571428571429,4.0,1.0,5.0,1.0,5.0,2.0,j,j,0.22857142857142865,3.0,4.0,3.0
N40_A03_greedy_maximin_distance,N40_A05_center_out,40,N40_A03_greedy_maximin_distance,N40_A05_center_out,"[0,39,19,29,9,14,24,34,4,2,6,11,16,21,26,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]","[19,20,18,21,17,22,16,23,15,24,14,25,13,26,12,27,11,28,10,29,9,30,8,31,7,32,6,33,5,34,4,35,3,36,2,37,1,38,0,39]",0.7642857142857142,0.16642857142857143,4.0,12.0,5.0,13.0,5.0,11.0,i,i,0.5978571428571429,8.0,8.0,6.0
N40_A03_greedy_maximin_distance,N40_A06_edge_in_alternating,40,N40_A03_greedy_maximin_distance,N40_A06_edge_in_alternating,"[0,39,19,29,9,14,24,34,4,2,6,11,16,21,26,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]","[0,39,1,38,2,37,3,36,4,35,5,34,6,33,7,32,8,31,9,30,10,29,11,28,12,27,13,26,14,25,15,24,16,23,17,22,18,21,19,20]",0.7642857142857142,0.2671428571428571,4.0,9.0,5.0,15.0,5.0,14.0,i,i,0.4971428571428571,5.0,10.0,9.0
N40_A03_greedy_maximin_distance,N40_A07_regular_jump_coprime,40,N40_A03_greedy_maximin_distance,N40_A07_regular_jump_coprime,"[0,39,19,29,9,14,24,34,4,2,6,11,16,21,26,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]","[0,13,26,39,12,25,38,11,24,37,10,23,36,9,22,35,8,21,34,7,20,33,6,19,32,5,18,31,4,17,30,3,16,29,2,15,28,1,14,27]",0.7642857142857142,0.09642857142857142,4.0,15.0,5.0,6.0,5.0,15.0,i,i,0.6678571428571428,11.0,1.0,10.0
N40_A03_greedy_maximin_distance,N40_A08_block_interleaved_quarters,40,N40_A03_greedy_maximin_distance,N40_A08_block_interleaved_quarters,"[0,39,19,29,9,14,24,34,4,2,6,11,16,21,26,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]","[0,10,20,30,1,11,21,31,2,12,22,32,3,13,23,33,4,14,24,34,5,15,25,35,6,16,26,36,7,17,27,37,8,18,28,38,9,19,29,39]",0.7642857142857142,0.18571428571428572,4.0,14.0,5.0,3.0,5.0,13.0,i,i,0.5785714285714285,10.0,2.0,8.0
N40_A03_greedy_maximin_distance,N40_A09_center_edge_alternating,40,N40_A03_greedy_maximin_distance,N40_A09_center_edge_alternating,"[0,39,19,29,9,14,24,34,4,2,6,11,16,21,26,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]","[19,0,20,39,18,1,21,38,17,2,22,37,16,3,23,36,15,4,24,35,14,5,25,34,13,6,26,33,12,7,27,32,11,8,28,31,10,9,29,30]",0.7642857142857142,0.15285714285714286,4.0,13.0,5.0,11.0,5.0,10.0,i,i,0.6114285714285714,9.0,6.0,5.0
N40_A03_greedy_maximin_distance,N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,40,N40_A03_greedy_maximin_distance,N40_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,39,19,29,9,14,24,34,4,2,6,11,16,21,26,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]","[0,39,2,19,4,29,6,9,8,14,10,24,12,34,16,18,20,11,22,21,26,28,31,30,36,32,1,3,5,38,7,13,15,17,23,25,27,33,35,37]",0.7642857142857142,0.75,4.0,5.0,5.0,2.0,5.0,6.0,i,i,0.014285714285714235,1.0,3.0,1.0
N40_A03_greedy_maximin_distance,N40_A11_graph_pointer_policy_diverse_01,40,N40_A03_greedy_maximin_distance,N40_A11_graph_pointer_policy_diverse_01,"[0,39,19,29,9,14,24,34,4,2,6,11,16,21,26,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]","[0,13,39,26,1,38,12,2,25,37,3,11,36,24,4,35,10,5,23,34,6,9,33,22,7,32,8,21,31,30,20,29,19,28,27,18,14,17,15,16]",0.7642857142857142,0.27428571428571424,4.0,10.0,5.0,12.0,5.0,12.0,i,i,0.49,6.0,7.0,7.0
N40_A03_greedy_maximin_distance,N40_A12_graph_pointer_policy_diverse_02,40,N40_A03_greedy_maximin_distance,N40_A12_graph_pointer_policy_diverse_02,"[0,39,19,29,9,14,24,34,4,2,6,11,16,21,26,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]","[15,24,14,25,13,26,12,27,11,28,10,29,9,30,8,31,7,32,6,33,5,34,4,35,3,36,2,37,1,38,0,39,19,20,18,21,17,22,16,23]",0.7642857142857142,0.33142857142857146,4.0,11.0,5.0,9.0,5.0,3.0,i,i,0.4328571428571428,7.0,4.0,2.0
N40_A03_greedy_maximin_distance,N40_A13_graph_pointer_policy_anti_odd_even_novelty,40,N40_A03_greedy_maximin_distance,N40_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,39,19,29,9,14,24,34,4,2,6,11,16,21,26,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]","[1,38,3,36,5,34,7,32,9,30,11,28,13,26,15,24,17,22,19,20,21,18,23,16,25,14,27,12,29,10,31,8,33,6,35,4,37,2,39,0]",0.7642857142857142,0.7714285714285715,4.0,3.0,5.0,10.0,5.0,1.0,j,j,0.0071428571428572285,1.0,5.0,4.0
N40_A03_greedy_maximin_distance,N40_A14_graph_pointer_policy_u2first_proxy,40,N40_A03_greedy_maximin_distance,N40_A14_graph_pointer_policy_u2first_proxy,"[0,39,19,29,9,14,24,34,4,2,6,11,16,21,26,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]","[0,19,2,20,4,18,6,21,8,17,10,22,12,16,14,23,15,24,25,13,26,28,30,27,32,11,34,36,38,29,1,9,3,5,7,31,33,35,37,39]",0.7642857142857142,0.6214285714285713,4.0,6.0,5.0,7.0,5.0,7.0,i,i,0.1428571428571429,2.0,2.0,2.0
N40_A03_greedy_maximin_distance,N40_A15_graph_pointer_policy_balanced_dispersion_proxy,40,N40_A03_greedy_maximin_distance,N40_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,39,19,29,9,14,24,34,4,2,6,11,16,21,26,31,36,1,3,5,7,8,10,12,13,15,17,18,20,22,23,25,27,28,30,32,33,35,37,38]","[0,19,39,20,18,29,21,9,17,14,22,24,16,34,23,4,15,2,6,11,25,13,26,12,31,27,36,1,28,3,10,5,7,8,30,32,33,35,37,38]",0.7642857142857142,0.5785714285714285,4.0,7.0,5.0,8.0,5.0,4.0,i,i,0.18571428571428572,3.0,3.0,1.0
N40_A04_method_c_u2_first_engineering,N40_A05_center_out,40,N40_A04_method_c_u2_first_engineering,N40_A05_center_out,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]","[19,20,18,21,17,22,16,23,15,24,14,25,13,26,12,27,11,28,10,29,9,30,8,31,7,32,6,33,5,34,4,35,3,36,2,37,1,38,0,39]",0.9928571428571429,0.16642857142857143,1.0,12.0,1.0,13.0,2.0,11.0,i,i,0.8264285714285715,11.0,12.0,9.0
N40_A04_method_c_u2_first_engineering,N40_A06_edge_in_alternating,40,N40_A04_method_c_u2_first_engineering,N40_A06_edge_in_alternating,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]","[0,39,1,38,2,37,3,36,4,35,5,34,6,33,7,32,8,31,9,30,10,29,11,28,12,27,13,26,14,25,15,24,16,23,17,22,18,21,19,20]",0.9928571428571429,0.2671428571428571,1.0,9.0,1.0,15.0,2.0,14.0,i,i,0.7257142857142858,8.0,14.0,12.0
