case_i,case_j,n,strategy_i,strategy_j,order_i,order_j,reward_mean_all_i,reward_mean_all_j,u2_rank_i,u2_rank_j,peeq_rank_i,peeq_rank_j,surfaceT_rank_i,surfaceT_rank_j,preferred_by_reward_mean,preferred_by_u2,reward_margin,u2_rank_margin,peeq_rank_margin,surfaceT_rank_margin
N16_A03_greedy_maximin_distance,N16_A05_center_out,16,N16_A03_greedy_maximin_distance,N16_A05_center_out,"[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]","[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]",0.8614285714285714,0.09357142857142857,1.0,15.0,4.0,10.0,13.0,8.0,i,i,0.7678571428571429,14.0,6.0,5.0
N16_A03_greedy_maximin_distance,N16_A06_edge_in_alternating,16,N16_A03_greedy_maximin_distance,N16_A06_edge_in_alternating,"[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]","[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]",0.8614285714285714,0.27714285714285714,1.0,10.0,4.0,15.0,13.0,7.0,i,i,0.5842857142857143,9.0,11.0,6.0
N16_A03_greedy_maximin_distance,N16_A07_regular_jump_coprime,16,N16_A03_greedy_maximin_distance,N16_A07_regular_jump_coprime,"[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]","[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]",0.8614285714285714,0.17428571428571427,1.0,14.0,4.0,9.0,13.0,4.0,i,i,0.6871428571428572,13.0,5.0,9.0
N16_A03_greedy_maximin_distance,N16_A08_block_interleaved_quarters,16,N16_A03_greedy_maximin_distance,N16_A08_block_interleaved_quarters,"[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]","[0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15]",0.8614285714285714,0.6185714285714285,1.0,7.0,4.0,1.0,13.0,11.0,i,i,0.24285714285714288,6.0,3.0,2.0
N16_A03_greedy_maximin_distance,N16_A09_center_edge_alternating,16,N16_A03_greedy_maximin_distance,N16_A09_center_edge_alternating,"[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]","[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]",0.8614285714285714,0.275,1.0,11.0,4.0,12.0,13.0,1.0,i,i,0.5864285714285714,10.0,8.0,12.0
N16_A03_greedy_maximin_distance,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,16,N16_A03_greedy_maximin_distance,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]","[0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1]",0.8614285714285714,0.62,1.0,5.0,4.0,11.0,13.0,2.0,i,i,0.24142857142857144,4.0,7.0,11.0
N16_A03_greedy_maximin_distance,N16_A11_graph_pointer_policy_diverse_01,16,N16_A03_greedy_maximin_distance,N16_A11_graph_pointer_policy_diverse_01,"[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]","[0,5,15,10,1,14,4,2,9,13,3,12,8,11,7,6]",0.8614285714285714,0.31,1.0,9.0,4.0,13.0,13.0,12.0,i,i,0.5514285714285714,8.0,9.0,1.0
N16_A03_greedy_maximin_distance,N16_A12_graph_pointer_policy_diverse_02,16,N16_A03_greedy_maximin_distance,N16_A12_graph_pointer_policy_diverse_02,"[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]","[9,5,10,4,11,3,12,2,13,1,14,0,15,7,8,6]",0.8614285714285714,0.31,1.0,12.0,4.0,6.0,13.0,5.0,i,i,0.5514285714285714,11.0,2.0,8.0
N16_A03_greedy_maximin_distance,N16_A13_graph_pointer_policy_anti_odd_even_novelty,16,N16_A03_greedy_maximin_distance,N16_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]","[1,14,3,12,5,10,7,8,9,6,11,4,13,2,15,0]",0.8614285714285714,0.8071428571428572,1.0,4.0,4.0,3.0,13.0,3.0,i,i,0.05428571428571427,3.0,1.0,10.0
N16_A03_greedy_maximin_distance,N16_A14_graph_pointer_policy_u2first_proxy,16,N16_A03_greedy_maximin_distance,N16_A14_graph_pointer_policy_u2first_proxy,"[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]","[0,7,2,8,4,6,9,5,10,12,14,11,1,3,13,15]",0.8614285714285714,0.5999999999999999,1.0,6.0,4.0,7.0,13.0,10.0,i,i,0.26142857142857157,5.0,3.0,3.0
N16_A03_greedy_maximin_distance,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,16,N16_A03_greedy_maximin_distance,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,15,7,11,3,5,9,13,1,2,4,6,8,10,12,14]","[0,7,15,8,6,11,9,3,5,10,4,13,1,2,12,14]",0.8614285714285714,0.4928571428571429,1.0,8.0,4.0,8.0,13.0,9.0,i,i,0.36857142857142855,7.0,4.0,4.0
N16_A04_method_c_u2_first_engineering,N16_A05_center_out,16,N16_A04_method_c_u2_first_engineering,N16_A05_center_out,"[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]","[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]",0.85,0.09357142857142857,3.0,15.0,2.0,10.0,6.0,8.0,i,i,0.7564285714285715,12.0,8.0,2.0
N16_A04_method_c_u2_first_engineering,N16_A06_edge_in_alternating,16,N16_A04_method_c_u2_first_engineering,N16_A06_edge_in_alternating,"[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]","[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]",0.85,0.27714285714285714,3.0,10.0,2.0,15.0,6.0,7.0,i,i,0.5728571428571428,7.0,13.0,1.0
N16_A04_method_c_u2_first_engineering,N16_A07_regular_jump_coprime,16,N16_A04_method_c_u2_first_engineering,N16_A07_regular_jump_coprime,"[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]","[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]",0.85,0.17428571428571427,3.0,14.0,2.0,9.0,6.0,4.0,i,i,0.6757142857142857,11.0,7.0,2.0
N16_A04_method_c_u2_first_engineering,N16_A08_block_interleaved_quarters,16,N16_A04_method_c_u2_first_engineering,N16_A08_block_interleaved_quarters,"[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]","[0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15]",0.85,0.6185714285714285,3.0,7.0,2.0,1.0,6.0,11.0,i,i,0.23142857142857143,4.0,1.0,5.0
N16_A04_method_c_u2_first_engineering,N16_A09_center_edge_alternating,16,N16_A04_method_c_u2_first_engineering,N16_A09_center_edge_alternating,"[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]","[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]",0.85,0.275,3.0,11.0,2.0,12.0,6.0,1.0,i,i,0.575,8.0,10.0,5.0
N16_A04_method_c_u2_first_engineering,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,16,N16_A04_method_c_u2_first_engineering,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]","[0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1]",0.85,0.62,3.0,5.0,2.0,11.0,6.0,2.0,i,i,0.22999999999999998,2.0,9.0,4.0
N16_A04_method_c_u2_first_engineering,N16_A11_graph_pointer_policy_diverse_01,16,N16_A04_method_c_u2_first_engineering,N16_A11_graph_pointer_policy_diverse_01,"[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]","[0,5,15,10,1,14,4,2,9,13,3,12,8,11,7,6]",0.85,0.31,3.0,9.0,2.0,13.0,6.0,12.0,i,i,0.54,6.0,11.0,6.0
N16_A04_method_c_u2_first_engineering,N16_A12_graph_pointer_policy_diverse_02,16,N16_A04_method_c_u2_first_engineering,N16_A12_graph_pointer_policy_diverse_02,"[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]","[9,5,10,4,11,3,12,2,13,1,14,0,15,7,8,6]",0.85,0.31,3.0,12.0,2.0,6.0,6.0,5.0,i,i,0.54,9.0,4.0,1.0
N16_A04_method_c_u2_first_engineering,N16_A13_graph_pointer_policy_anti_odd_even_novelty,16,N16_A04_method_c_u2_first_engineering,N16_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]","[1,14,3,12,5,10,7,8,9,6,11,4,13,2,15,0]",0.85,0.8071428571428572,3.0,4.0,2.0,3.0,6.0,3.0,i,i,0.042857142857142816,1.0,1.0,3.0
N16_A04_method_c_u2_first_engineering,N16_A14_graph_pointer_policy_u2first_proxy,16,N16_A04_method_c_u2_first_engineering,N16_A14_graph_pointer_policy_u2first_proxy,"[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]","[0,7,2,8,4,6,9,5,10,12,14,11,1,3,13,15]",0.85,0.5999999999999999,3.0,6.0,2.0,7.0,6.0,10.0,i,i,0.2500000000000001,3.0,5.0,4.0
N16_A04_method_c_u2_first_engineering,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,16,N16_A04_method_c_u2_first_engineering,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,2,4,6,8,10,12,14,7,5,3,1,9,11,13,15]","[0,7,15,8,6,11,9,3,5,10,4,13,1,2,12,14]",0.85,0.4928571428571429,3.0,8.0,2.0,8.0,6.0,9.0,i,i,0.3571428571428571,5.0,6.0,3.0
N16_A05_center_out,N16_A06_edge_in_alternating,16,N16_A05_center_out,N16_A06_edge_in_alternating,"[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]","[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]",0.09357142857142857,0.27714285714285714,15.0,10.0,10.0,15.0,8.0,7.0,j,j,0.18357142857142855,5.0,5.0,1.0
N16_A05_center_out,N16_A07_regular_jump_coprime,16,N16_A05_center_out,N16_A07_regular_jump_coprime,"[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]","[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]",0.09357142857142857,0.17428571428571427,15.0,14.0,10.0,9.0,8.0,4.0,j,j,0.0807142857142857,1.0,1.0,4.0
N16_A05_center_out,N16_A08_block_interleaved_quarters,16,N16_A05_center_out,N16_A08_block_interleaved_quarters,"[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]","[0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15]",0.09357142857142857,0.6185714285714285,15.0,7.0,10.0,1.0,8.0,11.0,j,j,0.525,8.0,9.0,3.0
N16_A05_center_out,N16_A09_center_edge_alternating,16,N16_A05_center_out,N16_A09_center_edge_alternating,"[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]","[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]",0.09357142857142857,0.275,15.0,11.0,10.0,12.0,8.0,1.0,j,j,0.18142857142857144,4.0,2.0,7.0
N16_A05_center_out,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,16,N16_A05_center_out,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]","[0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1]",0.09357142857142857,0.62,15.0,5.0,10.0,11.0,8.0,2.0,j,j,0.5264285714285715,10.0,1.0,6.0
N16_A05_center_out,N16_A11_graph_pointer_policy_diverse_01,16,N16_A05_center_out,N16_A11_graph_pointer_policy_diverse_01,"[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]","[0,5,15,10,1,14,4,2,9,13,3,12,8,11,7,6]",0.09357142857142857,0.31,15.0,9.0,10.0,13.0,8.0,12.0,j,j,0.21642857142857141,6.0,3.0,4.0
N16_A05_center_out,N16_A12_graph_pointer_policy_diverse_02,16,N16_A05_center_out,N16_A12_graph_pointer_policy_diverse_02,"[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]","[9,5,10,4,11,3,12,2,13,1,14,0,15,7,8,6]",0.09357142857142857,0.31,15.0,12.0,10.0,6.0,8.0,5.0,j,j,0.21642857142857141,3.0,4.0,3.0
N16_A05_center_out,N16_A13_graph_pointer_policy_anti_odd_even_novelty,16,N16_A05_center_out,N16_A13_graph_pointer_policy_anti_odd_even_novelty,"[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]","[1,14,3,12,5,10,7,8,9,6,11,4,13,2,15,0]",0.09357142857142857,0.8071428571428572,15.0,4.0,10.0,3.0,8.0,3.0,j,j,0.7135714285714286,11.0,7.0,5.0
N16_A05_center_out,N16_A14_graph_pointer_policy_u2first_proxy,16,N16_A05_center_out,N16_A14_graph_pointer_policy_u2first_proxy,"[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]","[0,7,2,8,4,6,9,5,10,12,14,11,1,3,13,15]",0.09357142857142857,0.5999999999999999,15.0,6.0,10.0,7.0,8.0,10.0,j,j,0.5064285714285713,9.0,3.0,2.0
N16_A05_center_out,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,16,N16_A05_center_out,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,"[7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,15]","[0,7,15,8,6,11,9,3,5,10,4,13,1,2,12,14]",0.09357142857142857,0.4928571428571429,15.0,8.0,10.0,8.0,8.0,9.0,j,j,0.3992857142857143,7.0,2.0,1.0
N16_A06_edge_in_alternating,N16_A07_regular_jump_coprime,16,N16_A06_edge_in_alternating,N16_A07_regular_jump_coprime,"[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]","[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]",0.27714285714285714,0.17428571428571427,10.0,14.0,15.0,9.0,7.0,4.0,i,i,0.10285714285714287,4.0,6.0,3.0
N16_A06_edge_in_alternating,N16_A08_block_interleaved_quarters,16,N16_A06_edge_in_alternating,N16_A08_block_interleaved_quarters,"[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]","[0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15]",0.27714285714285714,0.6185714285714285,10.0,7.0,15.0,1.0,7.0,11.0,j,j,0.3414285714285714,3.0,14.0,4.0
N16_A06_edge_in_alternating,N16_A09_center_edge_alternating,16,N16_A06_edge_in_alternating,N16_A09_center_edge_alternating,"[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]","[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]",0.27714285714285714,0.275,10.0,11.0,15.0,12.0,7.0,1.0,i,i,0.002142857142857113,1.0,3.0,6.0
N16_A06_edge_in_alternating,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,16,N16_A06_edge_in_alternating,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]","[0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1]",0.27714285714285714,0.62,10.0,5.0,15.0,11.0,7.0,2.0,j,j,0.34285714285714286,5.0,4.0,5.0
N16_A06_edge_in_alternating,N16_A11_graph_pointer_policy_diverse_01,16,N16_A06_edge_in_alternating,N16_A11_graph_pointer_policy_diverse_01,"[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]","[0,5,15,10,1,14,4,2,9,13,3,12,8,11,7,6]",0.27714285714285714,0.31,10.0,9.0,15.0,13.0,7.0,12.0,j,j,0.03285714285714286,1.0,2.0,5.0
N16_A06_edge_in_alternating,N16_A12_graph_pointer_policy_diverse_02,16,N16_A06_edge_in_alternating,N16_A12_graph_pointer_policy_diverse_02,"[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]","[9,5,10,4,11,3,12,2,13,1,14,0,15,7,8,6]",0.27714285714285714,0.31,10.0,12.0,15.0,6.0,7.0,5.0,j,i,0.03285714285714286,2.0,9.0,2.0
N16_A06_edge_in_alternating,N16_A13_graph_pointer_policy_anti_odd_even_novelty,16,N16_A06_edge_in_alternating,N16_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]","[1,14,3,12,5,10,7,8,9,6,11,4,13,2,15,0]",0.27714285714285714,0.8071428571428572,10.0,4.0,15.0,3.0,7.0,3.0,j,j,0.53,6.0,12.0,4.0
N16_A06_edge_in_alternating,N16_A14_graph_pointer_policy_u2first_proxy,16,N16_A06_edge_in_alternating,N16_A14_graph_pointer_policy_u2first_proxy,"[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]","[0,7,2,8,4,6,9,5,10,12,14,11,1,3,13,15]",0.27714285714285714,0.5999999999999999,10.0,6.0,15.0,7.0,7.0,10.0,j,j,0.32285714285714273,4.0,8.0,3.0
N16_A06_edge_in_alternating,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,16,N16_A06_edge_in_alternating,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,15,1,14,2,13,3,12,4,11,5,10,6,9,7,8]","[0,7,15,8,6,11,9,3,5,10,4,13,1,2,12,14]",0.27714285714285714,0.4928571428571429,10.0,8.0,15.0,8.0,7.0,9.0,j,j,0.21571428571428575,2.0,7.0,2.0
N16_A07_regular_jump_coprime,N16_A08_block_interleaved_quarters,16,N16_A07_regular_jump_coprime,N16_A08_block_interleaved_quarters,"[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]","[0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15]",0.17428571428571427,0.6185714285714285,14.0,7.0,9.0,1.0,4.0,11.0,j,j,0.4442857142857143,7.0,8.0,7.0
N16_A07_regular_jump_coprime,N16_A09_center_edge_alternating,16,N16_A07_regular_jump_coprime,N16_A09_center_edge_alternating,"[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]","[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]",0.17428571428571427,0.275,14.0,11.0,9.0,12.0,4.0,1.0,j,j,0.10071428571428576,3.0,3.0,3.0
N16_A07_regular_jump_coprime,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,16,N16_A07_regular_jump_coprime,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]","[0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1]",0.17428571428571427,0.62,14.0,5.0,9.0,11.0,4.0,2.0,j,j,0.44571428571428573,9.0,2.0,2.0
N16_A07_regular_jump_coprime,N16_A11_graph_pointer_policy_diverse_01,16,N16_A07_regular_jump_coprime,N16_A11_graph_pointer_policy_diverse_01,"[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]","[0,5,15,10,1,14,4,2,9,13,3,12,8,11,7,6]",0.17428571428571427,0.31,14.0,9.0,9.0,13.0,4.0,12.0,j,j,0.13571428571428573,5.0,4.0,8.0
N16_A07_regular_jump_coprime,N16_A12_graph_pointer_policy_diverse_02,16,N16_A07_regular_jump_coprime,N16_A12_graph_pointer_policy_diverse_02,"[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]","[9,5,10,4,11,3,12,2,13,1,14,0,15,7,8,6]",0.17428571428571427,0.31,14.0,12.0,9.0,6.0,4.0,5.0,j,j,0.13571428571428573,2.0,3.0,1.0
N16_A07_regular_jump_coprime,N16_A13_graph_pointer_policy_anti_odd_even_novelty,16,N16_A07_regular_jump_coprime,N16_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]","[1,14,3,12,5,10,7,8,9,6,11,4,13,2,15,0]",0.17428571428571427,0.8071428571428572,14.0,4.0,9.0,3.0,4.0,3.0,j,j,0.6328571428571429,10.0,6.0,1.0
N16_A07_regular_jump_coprime,N16_A14_graph_pointer_policy_u2first_proxy,16,N16_A07_regular_jump_coprime,N16_A14_graph_pointer_policy_u2first_proxy,"[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]","[0,7,2,8,4,6,9,5,10,12,14,11,1,3,13,15]",0.17428571428571427,0.5999999999999999,14.0,6.0,9.0,7.0,4.0,10.0,j,j,0.4257142857142856,8.0,2.0,6.0
N16_A07_regular_jump_coprime,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,16,N16_A07_regular_jump_coprime,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,5,10,15,4,9,14,3,8,13,2,7,12,1,6,11]","[0,7,15,8,6,11,9,3,5,10,4,13,1,2,12,14]",0.17428571428571427,0.4928571428571429,14.0,8.0,9.0,8.0,4.0,9.0,j,j,0.3185714285714286,6.0,1.0,5.0
N16_A08_block_interleaved_quarters,N16_A09_center_edge_alternating,16,N16_A08_block_interleaved_quarters,N16_A09_center_edge_alternating,"[0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15]","[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]",0.6185714285714285,0.275,7.0,11.0,1.0,12.0,11.0,1.0,i,i,0.3435714285714285,4.0,11.0,10.0
N16_A08_block_interleaved_quarters,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,16,N16_A08_block_interleaved_quarters,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15]","[0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1]",0.6185714285714285,0.62,7.0,5.0,1.0,11.0,11.0,2.0,j,j,0.0014285714285714457,2.0,10.0,9.0
N16_A08_block_interleaved_quarters,N16_A11_graph_pointer_policy_diverse_01,16,N16_A08_block_interleaved_quarters,N16_A11_graph_pointer_policy_diverse_01,"[0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15]","[0,5,15,10,1,14,4,2,9,13,3,12,8,11,7,6]",0.6185714285714285,0.31,7.0,9.0,1.0,13.0,11.0,12.0,i,i,0.30857142857142855,2.0,12.0,1.0
N16_A08_block_interleaved_quarters,N16_A12_graph_pointer_policy_diverse_02,16,N16_A08_block_interleaved_quarters,N16_A12_graph_pointer_policy_diverse_02,"[0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15]","[9,5,10,4,11,3,12,2,13,1,14,0,15,7,8,6]",0.6185714285714285,0.31,7.0,12.0,1.0,6.0,11.0,5.0,i,i,0.30857142857142855,5.0,5.0,6.0
N16_A08_block_interleaved_quarters,N16_A13_graph_pointer_policy_anti_odd_even_novelty,16,N16_A08_block_interleaved_quarters,N16_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15]","[1,14,3,12,5,10,7,8,9,6,11,4,13,2,15,0]",0.6185714285714285,0.8071428571428572,7.0,4.0,1.0,3.0,11.0,3.0,j,j,0.1885714285714286,3.0,2.0,8.0
N16_A08_block_interleaved_quarters,N16_A14_graph_pointer_policy_u2first_proxy,16,N16_A08_block_interleaved_quarters,N16_A14_graph_pointer_policy_u2first_proxy,"[0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15]","[0,7,2,8,4,6,9,5,10,12,14,11,1,3,13,15]",0.6185714285714285,0.5999999999999999,7.0,6.0,1.0,7.0,11.0,10.0,i,j,0.018571428571428683,1.0,6.0,1.0
N16_A08_block_interleaved_quarters,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,16,N16_A08_block_interleaved_quarters,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,"[0,4,8,12,1,5,9,13,2,6,10,14,3,7,11,15]","[0,7,15,8,6,11,9,3,5,10,4,13,1,2,12,14]",0.6185714285714285,0.4928571428571429,7.0,8.0,1.0,8.0,11.0,9.0,i,i,0.12571428571428567,1.0,7.0,2.0
N16_A09_center_edge_alternating,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,16,N16_A09_center_edge_alternating,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,"[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]","[0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1]",0.275,0.62,11.0,5.0,12.0,11.0,1.0,2.0,j,j,0.345,6.0,1.0,1.0
N16_A09_center_edge_alternating,N16_A11_graph_pointer_policy_diverse_01,16,N16_A09_center_edge_alternating,N16_A11_graph_pointer_policy_diverse_01,"[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]","[0,5,15,10,1,14,4,2,9,13,3,12,8,11,7,6]",0.275,0.31,11.0,9.0,12.0,13.0,1.0,12.0,j,j,0.034999999999999976,2.0,1.0,11.0
N16_A09_center_edge_alternating,N16_A12_graph_pointer_policy_diverse_02,16,N16_A09_center_edge_alternating,N16_A12_graph_pointer_policy_diverse_02,"[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]","[9,5,10,4,11,3,12,2,13,1,14,0,15,7,8,6]",0.275,0.31,11.0,12.0,12.0,6.0,1.0,5.0,j,i,0.034999999999999976,1.0,6.0,4.0
N16_A09_center_edge_alternating,N16_A13_graph_pointer_policy_anti_odd_even_novelty,16,N16_A09_center_edge_alternating,N16_A13_graph_pointer_policy_anti_odd_even_novelty,"[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]","[1,14,3,12,5,10,7,8,9,6,11,4,13,2,15,0]",0.275,0.8071428571428572,11.0,4.0,12.0,3.0,1.0,3.0,j,j,0.5321428571428571,7.0,9.0,2.0
N16_A09_center_edge_alternating,N16_A14_graph_pointer_policy_u2first_proxy,16,N16_A09_center_edge_alternating,N16_A14_graph_pointer_policy_u2first_proxy,"[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]","[0,7,2,8,4,6,9,5,10,12,14,11,1,3,13,15]",0.275,0.5999999999999999,11.0,6.0,12.0,7.0,1.0,10.0,j,j,0.32499999999999984,5.0,5.0,9.0
N16_A09_center_edge_alternating,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,16,N16_A09_center_edge_alternating,N16_A15_graph_pointer_policy_balanced_dispersion_proxy,"[7,0,8,15,6,1,9,14,5,2,10,13,4,3,11,12]","[0,7,15,8,6,11,9,3,5,10,4,13,1,2,12,14]",0.275,0.4928571428571429,11.0,8.0,12.0,8.0,1.0,9.0,j,j,0.21785714285714286,3.0,4.0,8.0
N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,N16_A11_graph_pointer_policy_diverse_01,16,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,N16_A11_graph_pointer_policy_diverse_01,"[0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1]","[0,5,15,10,1,14,4,2,9,13,3,12,8,11,7,6]",0.62,0.31,5.0,9.0,11.0,13.0,2.0,12.0,i,i,0.31,4.0,2.0,10.0
N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,N16_A12_graph_pointer_policy_diverse_02,16,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,N16_A12_graph_pointer_policy_diverse_02,"[0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1]","[9,5,10,4,11,3,12,2,13,1,14,0,15,7,8,6]",0.62,0.31,5.0,12.0,11.0,6.0,2.0,5.0,i,i,0.31,7.0,5.0,3.0
N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,N16_A13_graph_pointer_policy_anti_odd_even_novelty,16,N16_A10_graph_pointer_policy_zero_shot_or_proxy_best,N16_A13_graph_pointer_policy_anti_odd_even_novelty,"[0,15,2,7,4,11,6,3,8,5,10,9,12,13,14,1]","[1,14,3,12,5,10,7,8,9,6,11,4,13,2,15,0]",0.62,0.8071428571428572,5.0,4.0,11.0,3.0,2.0,3.0,j,j,0.18714285714285717,1.0,8.0,1.0
