N,metric,value,value_type,claim_role
N40,Mises,579926464,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00011205847840750001,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15852963924407959,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582652032,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927296,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,3.7463417811522959e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.14698328077793121,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581021440,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579938496,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,4.209233884466812e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.1484188884496688,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,582993408,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939520,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,8.0437921496923082e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.1424328386783599,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581134528,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939328,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,2.9964902523715864e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.1453216075897216,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,582802304,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939584,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,5.0963160902028903e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.1490653306245803,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,581331328,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579948288,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,4.3677982830558897e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.1526079922914505,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,581782208,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579948352,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,0.00010790423175419999,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.16054724156856531,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,584084224,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579948032,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,4.2793851662281668e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.15260666608810419,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,585915328,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579948288,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,8.2611220022954512e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15338687598705289,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,582211520,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944448,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,8.0191912275040522e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15613804757595059,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,582353856,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944512,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,0.00023064971628620001,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.16196227073669431,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,583032192,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943168,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,8.0254301792592742e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.16120918095111841,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,584544768,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944384,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,5.9079664424643852e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.16586512327194211,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,585390656,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944768,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,7.2854969403124414e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.1538291126489639,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,580991360,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944640,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,0.0003879498119658,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.149288535118103,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,582449344,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944000,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,4.1560474528523628e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.16277655959129331,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581362240,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944896,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,6.8386598286451772e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15901342034339899,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,583970176,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944576,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,4.0009971598919947e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15743216872215271,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,582112512,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944704,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,8.0879843153525144e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1614688634872436,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,585938752,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927040,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00013814787780570001,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.16916553676128379,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,583121664,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926336,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00072392465176559996,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15773770213127131,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,585212224,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926080,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.0001491561724833,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15665197372436521,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,583935936,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926208,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00096520405338649997,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1442238241434097,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,585249728,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926016,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00028955315769960003,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1524127125740051,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,581119040,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926528,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.001751992967911,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.14976522326469421,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,589166208,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579925568,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.0002107644334046,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1547115296125412,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,585281536,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926016,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00016390290875269999,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1643984466791153,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,587828288,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579925824,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.0001504687188571,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15975950658321381,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,584999872,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926208,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,3.981756117354962e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.14761199057102201,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581054144,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579938560,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,4.7434456064365811e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.1485111713409423,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,583104000,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939584,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,4.8033869006758323e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.14844942092895499,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581267264,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939776,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,4.5481489905796479e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.1537710577249527,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581128832,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939520,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,3.9774539800419006e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.15218588709831229,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,583000640,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939584,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,0.00011556239610389999,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.16311047971248621,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,582663488,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579938304,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,8.9734771790972445e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.16364413499832151,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,582725376,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579938304,raw_teacher_metric:mises_max,native_within_N_claim_scope
N12,U2,4.4157836555314127e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N12,PEEQ,0.1451154500246048,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N12,SurfaceT,581017728,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N12,Mises,579939456,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,5.9321590015315451e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.1564416885375976,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,585075776,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579948416,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,4.0733349123911466e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.15221633017063141,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,581438784,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579948416,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,7.1215052685147384e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.14964671432971949,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,581315072,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579948224,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,4.9503547870699549e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.15129896998405451,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,584900928,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579948288,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,8.2544947872520424e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.15683269500732419,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,583419776,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579948288,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,0.00017390073617200001,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.1697699576616287,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,582733120,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579947136,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,0.00016095799151109999,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.157854363322258,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,581490432,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579947904,raw_teacher_metric:mises_max,native_within_N_claim_scope
N16,U2,4.2947722249664366e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N16,PEEQ,0.1522741019725799,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N16,SurfaceT,581874176,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N16,Mises,579948352,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,7.3692231126187835e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15675918757915491,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581899200,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943680,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,8.4622756730823312e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.16258181631565091,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,586835584,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944448,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,6.8079139055043925e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15435466170310971,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581713792,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944640,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,8.1251304436591454e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.16107155382633209,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,583307264,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944448,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,6.7708522692555562e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15724237263202659,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,586670400,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943872,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,8.0617076946509769e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.1534445732831955,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,580875968,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944640,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,7.3736353897402296e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.1538069397211074,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581218368,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944576,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,8.0198741898129811e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.1531224399805069,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581032512,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944640,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,6.9306138357205782e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.1627024710178375,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,587378304,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943680,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,7.942568845464848e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15425004065036771,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581681088,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944640,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,0.0001170783098132,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15435701608657831,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581163200,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943360,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,0.00011106191414,raw_teacher_metric:u2_range,native_within_N_claim_scope
