N,metric,value,value_type,claim_role
N24,Mises,579944384,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,3.1663407298765378e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15898138284683219,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,583410432,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,0.0001223413189563,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15787672996520991,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,584749312,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943424,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,4.1769945710257161e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.1528085321187973,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581864512,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943616,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,5.7689914683578536e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15367305278778071,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582304448,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.0001113880189222,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.16123321652412409,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,583227008,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579929472,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,8.4600625996245071e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15404683351516721,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582112768,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926528,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00011603438179,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1540671288967132,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582302528,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926528,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,5.8610568885342218e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15511277318000791,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,581921728,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00020571779350570001,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15892846882343289,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,590467712,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927360,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,7.2493163315812126e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1534713059663772,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582016448,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,7.3989427619380876e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15342356264591209,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582003712,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00019720491400219999,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15855318307876581,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,589710080,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927296,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00019294597950640001,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1585217863321304,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,589708480,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927232,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.0002118816822473,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.159995436668396,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,588094016,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,9.4556711701443419e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15370169281959531,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582178496,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926592,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.0001436858278793,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1631214767694473,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,588100800,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927616,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.0001575493377004,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.16393214464187619,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,587675520,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927808,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00019395184449420001,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15781266987323761,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,587682048,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927808,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00017536048812870001,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1576092392206192,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,587673600,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926720,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,3.737566112249624e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.16084384918212891,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,582616640,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943616,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,7.1555051590621588e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15425173938274381,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581955392,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944384,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,7.3307152888446581e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.1600374281406402,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581865344,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944576,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,6.822838622611016e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15984363853931419,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581867008,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,9.6314850679846118e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15842331945896149,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581878656,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944384,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,4.0782200812827803e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.1586619615554809,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581970688,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943616,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,5.8062147218151949e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15398697555065149,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,583663808,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943616,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,9.0641869974206202e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.1556643545627594,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581956096,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944320,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,2.9523077955673216e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.1587531119585037,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,582666368,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,6.7288116724739666e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15408901870250699,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581911360,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944384,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,2.9894891213189112e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15711191296577451,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,583489600,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944384,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,3.7726770869994652e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.16018213331699371,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,583289408,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,4.3351546992198557e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15749610960483551,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,582160896,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943616,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,9.5765080459386795e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.1556143164634704,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581893504,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944384,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,8.1379806033510249e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.16232693195343009,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581893952,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943488,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,7.7751822573191021e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.16231547296047211,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,583680896,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,9.2041873358539306e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1626397371292114,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,583327808,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00013505282549879999,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.16175879538059229,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,583631424,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927808,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,7.5655005275621079e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1536527276039123,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582171072,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,6.1709619330940768e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1561200469732284,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582142720,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,7.6247701144893654e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.16534647345542899,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,581980672,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00017102701349349999,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.16342142224311829,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,583243904,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579928704,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,8.3625942352227867e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1534932404756546,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582097408,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927488,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00013507776930050001,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1704887300729751,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,583832576,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927680,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,6.9587800680892542e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1534324586391449,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582006400,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926528,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00015487435757669999,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.16898013651370999,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,584292096,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927744,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,6.9423687818925828e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.1578780859708786,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582174016,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926528,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,8.0309977420256473e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15787985920906061,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582139584,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579926528,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,6.7957969804410823e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15434618294239039,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582209664,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.00020004635371150001,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.16071213781833649,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582997632,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579928832,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,7.9316432675113901e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.15353433787822721,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,582040640,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N40,U2,0.0001741511841828,raw_teacher_metric:u2_range,native_within_N_claim_scope
N40,PEEQ,0.16566531360149381,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N40,SurfaceT,583729408,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N40,Mises,579927488,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,3.8279165892163292e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15948911011219019,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,582395136,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,3.3865012028400088e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15743325650691981,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,582002752,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943616,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,5.3420998710862477e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15874509513378141,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,582636416,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,3.3563766464794753e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.1568998396396637,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,582660032,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,5.2315864195406903e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15885907411575309,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,582379520,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944384,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,4.6105968067422509e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15299557149410239,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581577856,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944512,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,9.0150494315821561e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15921834111213681,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581862912,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944320,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,3.7965415458529606e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15825749933719629,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,583471872,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,4.8556980800640304e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15248726308345789,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581862976,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943616,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,6.5167643697350286e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.1524514555931091,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,580972224,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944448,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,8.067023327384959e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.1522239595651626,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581904768,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944384,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,7.6489909815791179e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.1547069251537323,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581938112,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,6.8554923927877098e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15689826011657709,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581861760,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944576,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,9.317355693383432e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.1518133282661438,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581927936,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943488,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,7.4693213036880479e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15261535346508021,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581062208,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944384,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,4.9486706302559469e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15427164733409879,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,582011648,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944384,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,9.9873470617239959e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.16005150973796839,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581655296,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944384,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,5.0446637033019215e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15215727686882019,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581864384,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944448,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,6.4799297433637548e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15390677750110621,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,582573696,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943616,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,6.5908900069189258e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15172107517719269,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581883520,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,9.7981794624502086e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15734368562698359,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581945664,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944512,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,4.008693713331013e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15427893400192261,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,582290048,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944448,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,6.0636664329649648e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.1637037992477417,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581895936,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,3.964457823713019e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15876469016075129,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,582724224,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,5.010639870306477e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15280970931053159,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581532736,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944512,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,0.00012477504606060001,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15241527557373041,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,585725440,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,0.0001000396232484,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.15509830415248871,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,581992512,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,4.5852639686927432e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.16169814765453339,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,582086720,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579944384,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,9.8017921573045896e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
N24,PEEQ,0.16890512406826019,raw_teacher_metric:peeq_max,native_within_N_claim_scope
N24,SurfaceT,582624256,raw_teacher_metric:surface_t_proxy,native_within_N_claim_scope
N24,Mises,579943552,raw_teacher_metric:mises_max,native_within_N_claim_scope
N24,U2,4.5341419991018477e-05,raw_teacher_metric:u2_range,native_within_N_claim_scope
