learned_strategy,learned_family,baseline_strategy,baseline_family,directed_adjacent_overlap,undirected_adjacent_overlap,kendall_distance,spearman_rank_distance
RLU2_A07_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0072,maximin,0.419355,0.451613,0.548387,0.649927
RLU2_A07_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0073,maximin,0.451613,0.451613,0.540323,0.644428
RLU2_A07_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0081,maximin,0.225806,0.322581,0.548387,0.64956
RLU2_A07_V01,RLU2,V02_M00_NDK_R24_V01,method_c,0.129032,0.16129,0.514113,0.537023
RLU2_A07_V01,RLU2,V02_M00_PGJ_V01,method_c,0.0,0.193548,0.3125,0.207111
RLU2_A07_V01,RLU2,V02_M00_PGN_R24_V01,method_c,0.0,0.032258,0.34879,0.284457
RLU2_A07_V01,RLU2,V02_M00_PGR_R24_V01,method_c,0.032258,0.032258,0.316532,0.22654
RLU2_A07_V01,RLU2,mc_cand_001,method_c,0.451613,0.612903,0.260081,0.210044
RLU2_A07_V01,RLU2,mc_cand_002,method_c,0.516129,0.645161,0.258065,0.209861
RLU2_A07_V01,RLU2,mc_cand_004,method_c,0.580645,0.677419,0.22379,0.198314
RLU2_A07_V01,RLU2,mc_cand_006,method_c,0.548387,0.612903,0.209677,0.200513
RLU2_A07_V01,RLU2,mc_cand_066,method_c,0.16129,0.258065,0.610887,0.643878
RLU2_A07_V01,RLU2,mc_cand_067,method_c,0.032258,0.096774,0.461694,0.451246
RLU2_A07_V01,RLU2,mc_cand_121,method_c,0.0,0.032258,0.594758,0.63728
RLU2_A07_V01,RLU2,mc_cand_129,method_c,0.0,0.032258,0.461694,0.455279
RLU2_A07_V01,RLU2,mc_extra_001,method_c,0.516129,0.645161,0.225806,0.198497
RLU2_A07_V01,RLU2,mc_extra_002,method_c,0.322581,0.451613,0.346774,0.319098
RLU2_A07_V01,RLU2,mc_extra_003,method_c,0.612903,0.645161,0.207661,0.20033
RLU2_A07_V01,RLU2,mc_extra_004,method_c,0.290323,0.516129,0.397177,0.299853
RLU2_A07_V01,RLU2,mc_extra_005,method_c,0.483871,0.709677,0.72379,0.756048
RLU2_A07_V01,RLU2,mc_extra_006,method_c,0.516129,0.645161,0.247984,0.209311
RLU2_A07_V01,RLU2,mc_extra_007,method_c,0.322581,0.612903,0.419355,0.323314
RLU2_A07_V01,RLU2,mc_extra_008,method_c,0.516129,0.612903,0.217742,0.206012
RLU2_A07_V01,RLU2,mc_extra_009,method_c,0.290323,0.580645,0.417339,0.321298
RLU2_A07_V01,RLU2,mc_extra_010,method_c,0.580645,0.645161,0.215726,0.205828
RLU2_A07_V01,RLU2,mc_extra_011,method_c,0.064516,0.16129,0.27621,0.1886
RLU2_A07_V01,RLU2,mc_extra_012,method_c,0.129032,0.387097,0.395161,0.302969
RLU2_A07_V01,RLU2,mc_extra_013,method_c,0.0,0.129032,0.457661,0.420638
RLU2_A07_V01,RLU2,mc_extra_014,method_c,0.064516,0.064516,0.308468,0.243035
RLU2_A07_V01,RLU2,mc_extra_015,method_c,0.032258,0.032258,0.370968,0.316349
RLU2_A07_V01,RLU2,mc_extra_016,method_c,0.451613,0.612903,0.641129,0.730938
RLU2_A07_V01,RLU2,mc_extra_017,method_c,0.580645,0.741935,0.203629,0.154692
RLU2_A07_V01,RLU2,mc_extra_018,method_c,0.419355,0.516129,0.6875,0.751833
RLU2_A07_V01,RLU2,mc_extra_019,method_c,0.032258,0.032258,0.508065,0.502749
RLU2_A07_V01,RLU2,mc_extra_020,method_c,0.032258,0.032258,0.493952,0.488636
RLU2_A07_V01,RLU2,multi_lag_regular_jump,multi_lag,0.0,0.0,0.449597,0.43695
RLU2_A07_V01,RLU2,UPB_A03_V01,odd_even,0.548387,0.612903,0.179435,0.161657
RLU2_A07_V01,RLU2,odd_even_interlaced,odd_even,0.709677,0.806452,0.175403,0.210227
RLU2_A07_V01,RLU2,formal_raster_left_to_right,raster,0.0,0.0,0.364919,0.369318
RLU2_A07_V01,RLU2,smartscan_proxy_variance,smartscan,0.0,0.096774,0.685484,0.715543
RLU2_A07_V01,RLU2,raster_left_to_right,unknown,0.0,0.0,0.364919,0.369318
RLU2_A07_V01,RLU2,windowed_max_dispersion,windowed_max_dispersion,0.0,0.0,0.439516,0.411474
RLU2_A08_V01,RLU2,block_interleaved_quarters,block_interleaved,0.0,0.0,0.340726,0.319648
RLU2_A08_V01,RLU2,center_edge_alternating,center_edge,0.0,0.0,0.485887,0.478006
RLU2_A08_V01,RLU2,center_out,center_out,0.0,0.064516,0.502016,0.489003
RLU2_A08_V01,RLU2,edge_in,edge_in,0.0,0.032258,0.497984,0.487537
RLU2_A08_V01,RLU2,edge_in_alternating_LHI,edge_in,0.0,0.032258,0.497984,0.487537
RLU2_A08_V01,RLU2,UPB_A07_V01,maximin,0.387097,0.451613,0.655242,0.767412
RLU2_A08_V01,RLU2,greedy_maximin_distance,maximin,0.516129,0.516129,0.604839,0.750367
RLU2_A08_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0002,maximin,0.322581,0.387097,0.608871,0.750733
RLU2_A08_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0009,maximin,0.419355,0.451613,0.608871,0.750916
RLU2_A08_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0021,maximin,0.387097,0.419355,0.608871,0.7511
RLU2_A08_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0023,maximin,0.483871,0.516129,0.608871,0.751466
RLU2_A08_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0029,maximin,0.419355,0.451613,0.610887,0.756782
RLU2_A08_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0045,maximin,0.387097,0.419355,0.604839,0.74835
RLU2_A08_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0046,maximin,0.387097,0.451613,0.608871,0.750733
RLU2_A08_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0050,maximin,0.451613,0.483871,0.608871,0.751466
RLU2_A08_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0054,maximin,0.322581,0.387097,0.608871,0.750733
RLU2_A08_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0055,maximin,0.387097,0.419355,0.608871,0.750916
RLU2_A08_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0066,maximin,0.387097,0.419355,0.608871,0.750916
RLU2_A08_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0072,maximin,0.483871,0.483871,0.608871,0.751283
RLU2_A08_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0073,maximin,0.483871,0.516129,0.608871,0.751283
RLU2_A08_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0081,maximin,0.322581,0.387097,0.608871,0.750733
RLU2_A08_V01,RLU2,V02_M00_NDK_R24_V01,method_c,0.129032,0.193548,0.461694,0.448497
RLU2_A08_V01,RLU2,V02_M00_PGJ_V01,method_c,0.032258,0.290323,0.243952,0.111804
RLU2_A08_V01,RLU2,V02_M00_PGN_R24_V01,method_c,0.0,0.0,0.247984,0.130499
RLU2_A08_V01,RLU2,V02_M00_PGR_R24_V01,method_c,0.0,0.032258,0.252016,0.130315
RLU2_A08_V01,RLU2,mc_cand_001,method_c,0.451613,0.774194,0.147177,0.06415
RLU2_A08_V01,RLU2,mc_cand_002,method_c,0.516129,0.806452,0.145161,0.063966
RLU2_A08_V01,RLU2,mc_cand_004,method_c,0.548387,0.806452,0.110887,0.043622
RLU2_A08_V01,RLU2,mc_cand_006,method_c,0.516129,0.774194,0.084677,0.028226
RLU2_A08_V01,RLU2,mc_cand_066,method_c,0.129032,0.258065,0.477823,0.468109
RLU2_A08_V01,RLU2,mc_cand_067,method_c,0.032258,0.16129,0.453629,0.4364
RLU2_A08_V01,RLU2,mc_cand_121,method_c,0.0,0.032258,0.5625,0.607221
RLU2_A08_V01,RLU2,mc_cand_129,method_c,0.0,0.0,0.425403,0.397911
RLU2_A08_V01,RLU2,mc_extra_001,method_c,0.483871,0.774194,0.112903,0.043805
RLU2_A08_V01,RLU2,mc_extra_002,method_c,0.387097,0.548387,0.241935,0.1875
RLU2_A08_V01,RLU2,mc_extra_003,method_c,0.580645,0.806452,0.082661,0.028043
RLU2_A08_V01,RLU2,mc_extra_004,method_c,0.387097,0.645161,0.296371,0.179069
RLU2_A08_V01,RLU2,mc_extra_005,method_c,0.419355,0.83871,0.856855,0.956195
RLU2_A08_V01,RLU2,mc_extra_006,method_c,0.516129,0.774194,0.122984,0.05187
RLU2_A08_V01,RLU2,mc_extra_007,method_c,0.419355,0.645161,0.306452,0.199413
RLU2_A08_V01,RLU2,mc_extra_008,method_c,0.483871,0.741935,0.092742,0.033724
RLU2_A08_V01,RLU2,mc_extra_009,method_c,0.419355,0.645161,0.304435,0.197214
RLU2_A08_V01,RLU2,mc_extra_010,method_c,0.548387,0.774194,0.090726,0.033541
RLU2_A08_V01,RLU2,mc_extra_011,method_c,0.032258,0.16129,0.397177,0.358688
RLU2_A08_V01,RLU2,mc_extra_012,method_c,0.225806,0.516129,0.435484,0.366935
RLU2_A08_V01,RLU2,mc_extra_013,method_c,0.032258,0.129032,0.453629,0.412207
RLU2_A08_V01,RLU2,mc_extra_014,method_c,0.096774,0.129032,0.409274,0.388196
RLU2_A08_V01,RLU2,mc_extra_015,method_c,0.032258,0.064516,0.366935,0.316532
RLU2_A08_V01,RLU2,mc_extra_016,method_c,0.387097,0.741935,0.689516,0.810301
RLU2_A08_V01,RLU2,mc_extra_017,method_c,0.612903,0.870968,0.131048,0.052236
RLU2_A08_V01,RLU2,mc_extra_018,method_c,0.354839,0.612903,0.796371,0.917339
RLU2_A08_V01,RLU2,mc_extra_019,method_c,0.096774,0.096774,0.568548,0.588343
RLU2_A08_V01,RLU2,mc_extra_020,method_c,0.032258,0.032258,0.518145,0.527126
RLU2_A08_V01,RLU2,multi_lag_regular_jump,multi_lag,0.0,0.0,0.530242,0.558284
RLU2_A08_V01,RLU2,UPB_A03_V01,odd_even,0.741935,0.741935,0.058468,0.022544
RLU2_A08_V01,RLU2,odd_even_interlaced,odd_even,0.903226,0.935484,0.002016,0.000183
RLU2_A08_V01,RLU2,formal_raster_left_to_right,raster,0.0,0.0,0.243952,0.227639
RLU2_A08_V01,RLU2,smartscan_proxy_variance,smartscan,0.0,0.032258,0.778226,0.839993
RLU2_A08_V01,RLU2,raster_left_to_right,unknown,0.0,0.0,0.243952,0.227639
RLU2_A08_V01,RLU2,windowed_max_dispersion,windowed_max_dispersion,0.0,0.0,0.423387,0.388563
RLU2_A09_V01,RLU2,block_interleaved_quarters,block_interleaved,0.0,0.0,0.362903,0.329912
RLU2_A09_V01,RLU2,center_edge_alternating,center_edge,0.0,0.032258,0.491935,0.482405
RLU2_A09_V01,RLU2,center_out,center_out,0.0,0.032258,0.443548,0.412023
RLU2_A09_V01,RLU2,edge_in,edge_in,0.032258,0.064516,0.556452,0.576246
RLU2_A09_V01,RLU2,edge_in_alternating_LHI,edge_in,0.032258,0.064516,0.556452,0.576246
RLU2_A09_V01,RLU2,UPB_A07_V01,maximin,0.354839,0.419355,0.66129,0.764113
RLU2_A09_V01,RLU2,greedy_maximin_distance,maximin,0.483871,0.483871,0.610887,0.747067
RLU2_A09_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0002,maximin,0.290323,0.354839,0.614919,0.747434
RLU2_A09_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0009,maximin,0.419355,0.451613,0.614919,0.749084
RLU2_A09_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0021,maximin,0.387097,0.419355,0.610887,0.746151
RLU2_A09_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0023,maximin,0.451613,0.483871,0.614919,0.74945
RLU2_A09_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0029,maximin,0.387097,0.419355,0.612903,0.752199
RLU2_A09_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0045,maximin,0.354839,0.387097,0.610887,0.746518
RLU2_A09_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0046,maximin,0.387097,0.419355,0.614919,0.747617
RLU2_A09_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0050,maximin,0.419355,0.451613,0.614919,0.74945
RLU2_A09_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0054,maximin,0.290323,0.354839,0.614919,0.747434
RLU2_A09_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0055,maximin,0.387097,0.419355,0.614919,0.749084
RLU2_A09_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0066,maximin,0.387097,0.419355,0.614919,0.749084
RLU2_A09_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0072,maximin,0.483871,0.483871,0.610887,0.747801
RLU2_A09_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0073,maximin,0.451613,0.483871,0.610887,0.746518
RLU2_A09_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0081,maximin,0.290323,0.354839,0.614919,0.747434
RLU2_A09_V01,RLU2,V02_M00_NDK_R24_V01,method_c,0.129032,0.193548,0.439516,0.409274
RLU2_A09_V01,RLU2,V02_M00_PGJ_V01,method_c,0.0,0.290323,0.177419,0.070015
RLU2_A09_V01,RLU2,V02_M00_PGN_R24_V01,method_c,0.0,0.032258,0.266129,0.143328
RLU2_A09_V01,RLU2,V02_M00_PGR_R24_V01,method_c,0.0,0.064516,0.205645,0.094391
RLU2_A09_V01,RLU2,mc_cand_001,method_c,0.483871,0.774194,0.177419,0.087427
RLU2_A09_V01,RLU2,mc_cand_002,method_c,0.548387,0.806452,0.175403,0.087243
RLU2_A09_V01,RLU2,mc_cand_004,method_c,0.580645,0.774194,0.141129,0.066899
RLU2_A09_V01,RLU2,mc_cand_006,method_c,0.548387,0.741935,0.114919,0.051503
RLU2_A09_V01,RLU2,mc_cand_066,method_c,0.064516,0.193548,0.471774,0.440982
RLU2_A09_V01,RLU2,mc_cand_067,method_c,0.064516,0.193548,0.419355,0.392045
RLU2_A09_V01,RLU2,mc_cand_121,method_c,0.0,0.064516,0.608871,0.668438
RLU2_A09_V01,RLU2,mc_cand_129,method_c,0.032258,0.032258,0.459677,0.433834
RLU2_A09_V01,RLU2,mc_extra_001,method_c,0.516129,0.741935,0.143145,0.067082
RLU2_A09_V01,RLU2,mc_extra_002,method_c,0.419355,0.548387,0.247984,0.210777
RLU2_A09_V01,RLU2,mc_extra_003,method_c,0.612903,0.774194,0.112903,0.05132
RLU2_A09_V01,RLU2,mc_extra_004,method_c,0.419355,0.645161,0.294355,0.221408
RLU2_A09_V01,RLU2,mc_extra_005,method_c,0.451613,0.806452,0.774194,0.891496
RLU2_A09_V01,RLU2,mc_extra_006,method_c,0.548387,0.774194,0.169355,0.081012
RLU2_A09_V01,RLU2,mc_extra_007,method_c,0.419355,0.612903,0.316532,0.247617
RLU2_A09_V01,RLU2,mc_extra_008,method_c,0.516129,0.709677,0.139113,0.062867
RLU2_A09_V01,RLU2,mc_extra_009,method_c,0.419355,0.612903,0.314516,0.243952
RLU2_A09_V01,RLU2,mc_extra_010,method_c,0.580645,0.741935,0.137097,0.062683
RLU2_A09_V01,RLU2,mc_extra_011,method_c,0.064516,0.193548,0.346774,0.294905
RLU2_A09_V01,RLU2,mc_extra_012,method_c,0.225806,0.516129,0.377016,0.276393
RLU2_A09_V01,RLU2,mc_extra_013,method_c,0.032258,0.129032,0.419355,0.368952
RLU2_A09_V01,RLU2,mc_extra_014,method_c,0.096774,0.129032,0.383065,0.349523
RLU2_A09_V01,RLU2,mc_extra_015,method_c,0.032258,0.032258,0.344758,0.293622
RLU2_A09_V01,RLU2,mc_extra_016,method_c,0.387097,0.677419,0.663306,0.80132
RLU2_A09_V01,RLU2,mc_extra_017,method_c,0.580645,0.870968,0.03629,0.005499
RLU2_A09_V01,RLU2,mc_extra_018,method_c,0.354839,0.548387,0.729839,0.858504
RLU2_A09_V01,RLU2,mc_extra_019,method_c,0.129032,0.129032,0.493952,0.50055
RLU2_A09_V01,RLU2,mc_extra_020,method_c,0.032258,0.064516,0.532258,0.541422
RLU2_A09_V01,RLU2,multi_lag_regular_jump,multi_lag,0.0,0.0,0.524194,0.533908
RLU2_A09_V01,RLU2,UPB_A03_V01,odd_even,0.709677,0.709677,0.084677,0.035924
RLU2_A09_V01,RLU2,odd_even_interlaced,odd_even,0.870968,0.870968,0.096774,0.046921
RLU2_A09_V01,RLU2,formal_raster_left_to_right,raster,0.0,0.0,0.33871,0.321114
RLU2_A09_V01,RLU2,smartscan_proxy_variance,smartscan,0.0,0.0,0.752016,0.824597
RLU2_A09_V01,RLU2,raster_left_to_right,unknown,0.0,0.0,0.33871,0.321114
RLU2_A09_V01,RLU2,windowed_max_dispersion,windowed_max_dispersion,0.064516,0.064516,0.461694,0.444831
RLU2_A10_V01,RLU2,block_interleaved_quarters,block_interleaved,0.0,0.0,0.336694,0.312683
RLU2_A10_V01,RLU2,center_edge_alternating,center_edge,0.0,0.0,0.481855,0.47544
RLU2_A10_V01,RLU2,center_out,center_out,0.0,0.064516,0.506048,0.491202
RLU2_A10_V01,RLU2,edge_in,edge_in,0.0,0.064516,0.493952,0.485337
RLU2_A10_V01,RLU2,edge_in_alternating_LHI,edge_in,0.0,0.064516,0.493952,0.485337
RLU2_A10_V01,RLU2,UPB_A07_V01,maximin,0.225806,0.354839,0.663306,0.769245
RLU2_A10_V01,RLU2,greedy_maximin_distance,maximin,0.354839,0.419355,0.612903,0.752199
RLU2_A10_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0002,maximin,0.193548,0.322581,0.616935,0.752566
RLU2_A10_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0009,maximin,0.290323,0.387097,0.616935,0.752749
RLU2_A10_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0021,maximin,0.258065,0.354839,0.616935,0.752749
RLU2_A10_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0023,maximin,0.322581,0.419355,0.616935,0.753116
RLU2_A10_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0029,maximin,0.322581,0.354839,0.618952,0.759164
RLU2_A10_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0045,maximin,0.225806,0.322581,0.612903,0.750183
RLU2_A10_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0046,maximin,0.290323,0.387097,0.616935,0.752749
RLU2_A10_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0050,maximin,0.290323,0.387097,0.616935,0.753116
RLU2_A10_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0054,maximin,0.225806,0.290323,0.616935,0.752933
RLU2_A10_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0055,maximin,0.258065,0.354839,0.616935,0.752749
RLU2_A10_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0066,maximin,0.387097,0.387097,0.612903,0.752383
RLU2_A10_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0072,maximin,0.354839,0.419355,0.616935,0.752933
RLU2_A10_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0073,maximin,0.322581,0.419355,0.616935,0.753116
RLU2_A10_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0081,maximin,0.193548,0.322581,0.616935,0.752566
RLU2_A10_V01,RLU2,V02_M00_NDK_R24_V01,method_c,0.129032,0.193548,0.465726,0.457295
RLU2_A10_V01,RLU2,V02_M00_PGJ_V01,method_c,0.0,0.258065,0.247984,0.115836
RLU2_A10_V01,RLU2,V02_M00_PGN_R24_V01,method_c,0.0,0.032258,0.252016,0.133798
RLU2_A10_V01,RLU2,V02_M00_PGR_R24_V01,method_c,0.0,0.032258,0.260081,0.136547
RLU2_A10_V01,RLU2,mc_cand_001,method_c,0.387097,0.741935,0.15121,0.064699
RLU2_A10_V01,RLU2,mc_cand_002,method_c,0.451613,0.774194,0.149194,0.064516
RLU2_A10_V01,RLU2,mc_cand_004,method_c,0.483871,0.774194,0.114919,0.044172
RLU2_A10_V01,RLU2,mc_cand_006,method_c,0.451613,0.741935,0.08871,0.028776
RLU2_A10_V01,RLU2,mc_cand_066,method_c,0.096774,0.225806,0.477823,0.469941
RLU2_A10_V01,RLU2,mc_cand_067,method_c,0.064516,0.16129,0.453629,0.434567
RLU2_A10_V01,RLU2,mc_cand_121,method_c,0.0,0.032258,0.570565,0.61382
RLU2_A10_V01,RLU2,mc_cand_129,method_c,0.0,0.0,0.429435,0.401943
RLU2_A10_V01,RLU2,mc_extra_001,method_c,0.419355,0.741935,0.116935,0.044355
RLU2_A10_V01,RLU2,mc_extra_002,method_c,0.322581,0.516129,0.245968,0.18805
RLU2_A10_V01,RLU2,mc_extra_003,method_c,0.516129,0.774194,0.086694,0.028592
RLU2_A10_V01,RLU2,mc_extra_004,method_c,0.322581,0.612903,0.300403,0.179619
RLU2_A10_V01,RLU2,mc_extra_005,method_c,0.387097,0.83871,0.860887,0.956745
RLU2_A10_V01,RLU2,mc_extra_006,method_c,0.451613,0.741935,0.127016,0.052419
RLU2_A10_V01,RLU2,mc_extra_007,method_c,0.354839,0.612903,0.310484,0.199963
RLU2_A10_V01,RLU2,mc_extra_008,method_c,0.419355,0.709677,0.096774,0.034274
RLU2_A10_V01,RLU2,mc_extra_009,method_c,0.354839,0.612903,0.308468,0.197764
RLU2_A10_V01,RLU2,mc_extra_010,method_c,0.483871,0.741935,0.094758,0.034091
RLU2_A10_V01,RLU2,mc_extra_011,method_c,0.032258,0.16129,0.40121,0.360887
RLU2_A10_V01,RLU2,mc_extra_012,method_c,0.129032,0.451613,0.435484,0.364003
RLU2_A10_V01,RLU2,mc_extra_013,method_c,0.032258,0.129032,0.453629,0.404875
RLU2_A10_V01,RLU2,mc_extra_014,method_c,0.064516,0.096774,0.413306,0.389113
RLU2_A10_V01,RLU2,mc_extra_015,method_c,0.0,0.0,0.366935,0.310117
RLU2_A10_V01,RLU2,mc_extra_016,method_c,0.322581,0.709677,0.693548,0.81085
RLU2_A10_V01,RLU2,mc_extra_017,method_c,0.451613,0.870968,0.139113,0.053152
RLU2_A10_V01,RLU2,mc_extra_018,method_c,0.322581,0.612903,0.800403,0.917889
RLU2_A10_V01,RLU2,mc_extra_019,method_c,0.096774,0.096774,0.572581,0.593292
RLU2_A10_V01,RLU2,mc_extra_020,method_c,0.032258,0.032258,0.518145,0.527859
RLU2_A10_V01,RLU2,multi_lag_regular_jump,multi_lag,0.0,0.0,0.530242,0.559567
RLU2_A10_V01,RLU2,UPB_A03_V01,odd_even,0.709677,0.741935,0.066532,0.026026
RLU2_A10_V01,RLU2,odd_even_interlaced,odd_even,0.870968,0.935484,0.006048,0.000733
RLU2_A10_V01,RLU2,formal_raster_left_to_right,raster,0.0,0.0,0.247984,0.228739
RLU2_A10_V01,RLU2,smartscan_proxy_variance,smartscan,0.0,0.032258,0.782258,0.841092
RLU2_A10_V01,RLU2,raster_left_to_right,unknown,0.0,0.0,0.247984,0.228739
RLU2_A10_V01,RLU2,windowed_max_dispersion,windowed_max_dispersion,0.0,0.0,0.427419,0.396078
RLU2_A11_V01,RLU2,block_interleaved_quarters,block_interleaved,0.0,0.0,0.344758,0.324047
RLU2_A11_V01,RLU2,center_edge_alternating,center_edge,0.0,0.0,0.477823,0.470674
RLU2_A11_V01,RLU2,center_out,center_out,0.0,0.064516,0.493952,0.485337
RLU2_A11_V01,RLU2,edge_in,edge_in,0.0,0.032258,0.506048,0.491202
RLU2_A11_V01,RLU2,edge_in_alternating_LHI,edge_in,0.0,0.032258,0.506048,0.491202
RLU2_A11_V01,RLU2,UPB_A07_V01,maximin,0.354839,0.419355,0.655242,0.767412
RLU2_A11_V01,RLU2,greedy_maximin_distance,maximin,0.483871,0.483871,0.604839,0.750367
RLU2_A11_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0002,maximin,0.290323,0.354839,0.608871,0.750733
RLU2_A11_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0009,maximin,0.419355,0.451613,0.608871,0.750916
RLU2_A11_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0021,maximin,0.387097,0.419355,0.608871,0.750916
RLU2_A11_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0023,maximin,0.451613,0.483871,0.608871,0.751283
RLU2_A11_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0029,maximin,0.387097,0.419355,0.610887,0.756598
RLU2_A11_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0045,maximin,0.354839,0.387097,0.604839,0.74835
RLU2_A11_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0046,maximin,0.387097,0.419355,0.608871,0.750916
RLU2_A11_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0050,maximin,0.419355,0.451613,0.608871,0.751283
RLU2_A11_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0054,maximin,0.290323,0.354839,0.608871,0.750733
RLU2_A11_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0055,maximin,0.387097,0.419355,0.608871,0.750916
RLU2_A11_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0066,maximin,0.387097,0.419355,0.608871,0.750916
RLU2_A11_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0072,maximin,0.483871,0.483871,0.608871,0.7511
RLU2_A11_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0073,maximin,0.451613,0.483871,0.608871,0.75165
RLU2_A11_V01,RLU2,run36_greedy_maximin_distance_adjacent_swap_0081,maximin,0.290323,0.354839,0.608871,0.750733
RLU2_A11_V01,RLU2,V02_M00_NDK_R24_V01,method_c,0.129032,0.193548,0.461694,0.448864
RLU2_A11_V01,RLU2,V02_M00_PGJ_V01,method_c,0.032258,0.225806,0.235887,0.109604
RLU2_A11_V01,RLU2,V02_M00_PGN_R24_V01,method_c,0.0,0.0,0.256048,0.134531
RLU2_A11_V01,RLU2,V02_M00_PGR_R24_V01,method_c,0.0,0.032258,0.252016,0.130682
RLU2_A11_V01,RLU2,mc_cand_001,method_c,0.580645,0.774194,0.139113,0.063233
RLU2_A11_V01,RLU2,mc_cand_002,method_c,0.645161,0.806452,0.137097,0.06305
RLU2_A11_V01,RLU2,mc_cand_004,method_c,0.677419,0.83871,0.102823,0.042705
RLU2_A11_V01,RLU2,mc_cand_006,method_c,0.612903,0.774194,0.084677,0.033174
RLU2_A11_V01,RLU2,mc_cand_066,method_c,0.129032,0.225806,0.47379,0.467375
RLU2_A11_V01,RLU2,mc_cand_067,method_c,0.096774,0.193548,0.457661,0.445198
RLU2_A11_V01,RLU2,mc_cand_121,method_c,0.0,0.032258,0.558468,0.602823
RLU2_A11_V01,RLU2,mc_cand_129,method_c,0.0,0.0,0.421371,0.395711
RLU2_A11_V01,RLU2,mc_extra_001,method_c,0.612903,0.806452,0.104839,0.042889
RLU2_A11_V01,RLU2,mc_extra_002,method_c,0.516129,0.580645,0.233871,0.186584
RLU2_A11_V01,RLU2,mc_extra_003,method_c,0.677419,0.806452,0.082661,0.032991
RLU2_A11_V01,RLU2,mc_extra_004,method_c,0.516129,0.645161,0.288306,0.178152
RLU2_A11_V01,RLU2,mc_extra_005,method_c,0.516129,0.83871,0.84879,0.952346
RLU2_A11_V01,RLU2,mc_extra_006,method_c,0.645161,0.806452,0.114919,0.050953
RLU2_A11_V01,RLU2,mc_extra_007,method_c,0.548387,0.677419,0.298387,0.198497
RLU2_A11_V01,RLU2,mc_extra_008,method_c,0.612903,0.806452,0.092742,0.03684
RLU2_A11_V01,RLU2,mc_extra_009,method_c,0.548387,0.677419,0.296371,0.196298
