strategy_name,block_interleaved_quarters,center_edge_alternating,center_out,edge_in,edge_in_alternating_LHI,UPB_A07_V01,greedy_maximin_distance,run36_greedy_maximin_distance_adjacent_swap_0002,run36_greedy_maximin_distance_adjacent_swap_0009,run36_greedy_maximin_distance_adjacent_swap_0021,run36_greedy_maximin_distance_adjacent_swap_0023,run36_greedy_maximin_distance_adjacent_swap_0029,run36_greedy_maximin_distance_adjacent_swap_0045,run36_greedy_maximin_distance_adjacent_swap_0046,run36_greedy_maximin_distance_adjacent_swap_0050,run36_greedy_maximin_distance_adjacent_swap_0054,run36_greedy_maximin_distance_adjacent_swap_0055,run36_greedy_maximin_distance_adjacent_swap_0066,run36_greedy_maximin_distance_adjacent_swap_0072,run36_greedy_maximin_distance_adjacent_swap_0073,run36_greedy_maximin_distance_adjacent_swap_0081,V02_M00_NDK_R24_V01,V02_M00_PGJ_V01,V02_M00_PGN_R24_V01,V02_M00_PGR_R24_V01,mc_cand_001,mc_cand_002,mc_cand_004,mc_cand_006,mc_cand_066,mc_cand_067,mc_cand_121,mc_cand_129,mc_extra_001,mc_extra_002,mc_extra_003,mc_extra_004,mc_extra_005,mc_extra_006,mc_extra_007,mc_extra_008,mc_extra_009,mc_extra_010,mc_extra_011,mc_extra_012,mc_extra_013,mc_extra_014,mc_extra_015,mc_extra_016,mc_extra_017,mc_extra_018,mc_extra_019,mc_extra_020,multi_lag_regular_jump,UPB_A03_V01,odd_even_interlaced,formal_raster_left_to_right,smartscan_proxy_variance,raster_left_to_right,windowed_max_dispersion,GNNU_A01_V01,GNNU_A02_V01,GNNU_A03_V01,GNNU_A04_V01,RL20_A01_V01,RL20_A02_V01,RL20_A03_V01,RL20_A04_V01,RL20_A05_V01,RL20_A06_V01,RL20_A07_V01,RL20_A08_V01,RL20_A09_V01,RL20_A10_V01,RL20_A11_V01,RL20_A12_V01,RL20_A13_V01,RL20_A14_V01,RL20_A15_V01,RL20_A16_V01,RL20_A17_V01,RL20_A18_V01,RL20_A19_V01,RL20_A20_V01,RLU2_A01_V01,RLU2_A02_V01,RLU2_A03_V01,RLU2_A04_V01,RLU2_A05_V01,RLU2_A06_V01,RLU2_A07_V01,RLU2_A08_V01,RLU2_A09_V01,RLU2_A10_V01,RLU2_A11_V01,RLU2_A12_V01,RLU2_A13_V01,RLU2_A14_V01,RLU2_A15_V01,RLU2_A16_V01,RLU2_A17_V01,RLU2_A18_V01,RLU2_A19_V01,RLU2_A20_V01,RLU2M_A01_V01,RLU2M_A02_V01,RLU2M_A03_V01,RLU2M_A04_V01,RLU2M_A05_V01,RLU2M_A06_V01,RLU2M_A07_V01,RLU2M_A08_V01,RLU2M_A09_V01,RLU2M_A10_V01,RLU2M_A11_V01,RLU2M_A12_V01,RLU2M_A13_V01,RLU2M_A14_V01,RLU2M_A15_V01,RLU2M_A16_V01,RLU2M_A17_V01,RLU2M_A18_V01,RLU2M_A19_V01,RLU2M_A20_V01,RLU2M_A21_V01,RLU2M_A22_V01,RLU2M_A23_V01,RLU2M_A24_V01,RLU2M_A25_V01,RLU2M_A26_V01,RLU2M_A27_V01,RLU2M_A28_V01,RLU2M_A29_V01,RLU2M_A30_V01,RLU2M_A31_V01,RLU2M_A32_V01,RLU2M_A33_V01,RLU2M_A34_V01,RLU2M_A35_V01,RLU2M_A36_V01,RLU2M_A37_V01,RLU2M_A38_V01,RLU2M_A39_V01,RLU2M_A40_V01,RLV2C_A01_V01,RLV2C_A02_V01,RLV2C_A03_V01,RLV2C_A04_V01,RLV2C_A05_V01,RLV2C_A06_V01,RLV2C_A07_V01,RLV2C_A08_V01,RLV2C_A09_V01,RLV2C_A10_V01,RLV2C_A11_V01,RLV2C_A12_V01,RLV2C_A13_V01,RLV2C_A14_V01,RLV2C_A15_V01,RLV2C_A16_V01,RLV2C_A17_V01,RLV2C_A18_V01,RLV2C_A19_V01,RLV2C_A20_V01,RLV2C_A21_V01,RLV2C_A22_V01,RLV2C_A23_V01,RLV2C_A24_V01,RLV2C_A25_V01,RLV2C_A26_V01,RLV2C_A27_V01,RLV2C_A28_V01,RLV2C_A29_V01,RLV2C_A30_V01,RLV2O_A001_V01,RLV2O_A002_V01,RLV2O_A003_V01,RLV2O_A004_V01,RLV2O_A005_V01,RLV2O_A006_V01
mc_extra_015,0.453629,0.461694,0.441532,0.566532,0.566532,0.522177,0.560484,0.560484,0.564516,0.560484,0.560484,0.5625,0.556452,0.560484,0.564516,0.560484,0.560484,0.560484,0.560484,0.556452,0.560484,0.606855,0.340726,0.413306,0.332661,0.356855,0.358871,0.381048,0.362903,0.453629,0.397177,0.542339,0.445565,0.379032,0.366935,0.364919,0.280242,0.586694,0.377016,0.330645,0.375,0.328629,0.377016,0.461694,0.326613,0.324597,0.328629,0.0,0.568548,0.320565,0.566532,0.512097,0.477823,0.493952,0.360887,0.368952,0.489919,0.53629,0.489919,0.471774,0.391129,0.368952,0.370968,0.375,0.616935,0.647177,0.645161,0.620968,0.582661,0.618952,0.649194,0.614919,0.58871,0.582661,0.653226,0.612903,0.586694,0.645161,0.596774,0.649194,0.618952,0.614919,0.66129,0.612903,0.370968,0.377016,0.377016,0.377016,0.375,0.377016,0.370968,0.366935,0.344758,0.366935,0.366935,0.375,0.362903,0.362903,0.366935,0.383065,0.366935,0.377016,0.542339,0.471774,0.368952,0.375,0.372984,0.372984,0.372984,0.375,0.377016,0.377016,0.377016,0.364919,0.377016,0.364919,0.368952,0.372984,0.372984,0.368952,0.372984,0.368952,0.372984,0.370968,0.379032,0.368952,0.370968,0.375,0.368952,0.358871,0.364919,0.616935,0.362903,0.362903,0.379032,0.352823,0.423387,0.413306,0.368952,0.483871,0.518145,0.451613,0.455645,0.52621,0.596774,0.596774,0.647177,0.479839,0.483871,0.52621,0.578629,0.59879,0.564516,0.381048,0.481855,0.542339,0.556452,0.53629,0.485887,0.612903,0.429435,0.447581,0.395161,0.431452,0.53629,0.586694,0.41129,0.465726,0.532258,0.459677,0.512097,0.510081,0.415323,0.443548,0.580645,0.477823,0.620968,0.560484,0.554435,0.47379
mc_extra_016,0.522177,0.457661,0.340726,0.659274,0.659274,0.179435,0.229839,0.229839,0.229839,0.225806,0.229839,0.227823,0.229839,0.233871,0.229839,0.229839,0.229839,0.233871,0.229839,0.229839,0.229839,0.485887,0.647177,0.832661,0.731855,0.727823,0.725806,0.711694,0.693548,0.514113,0.5625,0.421371,0.542339,0.71371,0.657258,0.691532,0.675403,0.175403,0.72379,0.649194,0.709677,0.643145,0.707661,0.538306,0.604839,0.52621,0.52621,0.568548,0.0,0.65121,0.122984,0.495968,0.518145,0.590726,0.715726,0.6875,0.445565,0.28629,0.445565,0.564516,0.729839,0.65121,0.641129,0.653226,0.189516,0.195565,0.205645,0.185484,0.175403,0.1875,0.193548,0.1875,0.177419,0.179435,0.189516,0.185484,0.175403,0.197581,0.181452,0.209677,0.183468,0.1875,0.21371,0.193548,0.649194,0.655242,0.65121,0.65121,0.657258,0.647177,0.641129,0.689516,0.663306,0.693548,0.681452,0.693548,0.681452,0.693548,0.649194,0.645161,0.645161,0.659274,0.558468,0.487903,0.647177,0.649194,0.65121,0.647177,0.65121,0.637097,0.655242,0.655242,0.655242,0.643145,0.65121,0.643145,0.647177,0.647177,0.647177,0.647177,0.647177,0.647177,0.647177,0.645161,0.637097,0.647177,0.649194,0.645161,0.647177,0.669355,0.643145,0.181452,0.709677,0.633065,0.665323,0.639113,0.745968,0.6875,0.606855,0.649194,0.441532,0.641129,0.508065,0.364919,0.576613,0.318548,0.461694,0.443548,0.528226,0.534274,0.372984,0.481855,0.471774,0.506048,0.550403,0.481855,0.455645,0.487903,0.518145,0.572581,0.518145,0.528226,0.459677,0.443548,0.431452,0.457661,0.471774,0.530242,0.504032,0.524194,0.475806,0.4375,0.475806,0.5,0.443548,0.493952,0.326613,0.28629,0.534274,0.530242
mc_extra_017,0.399194,0.504032,0.431452,0.568548,0.568548,0.645161,0.594758,0.59879,0.59879,0.594758,0.594758,0.596774,0.594758,0.594758,0.59879,0.59879,0.59879,0.59879,0.594758,0.590726,0.59879,0.451613,0.157258,0.28629,0.193548,0.165323,0.163306,0.141129,0.118952,0.46371,0.407258,0.596774,0.467742,0.143145,0.260081,0.116935,0.290323,0.762097,0.169355,0.324597,0.147177,0.322581,0.145161,0.358871,0.356855,0.41129,0.366935,0.320565,0.65121,0.0,0.717742,0.502016,0.528226,0.520161,0.108871,0.133065,0.375,0.731855,0.375,0.461694,0.247984,0.209677,0.227823,0.215726,0.715726,0.71371,0.715726,0.719758,0.705645,0.709677,0.703629,0.697581,0.711694,0.709677,0.707661,0.695565,0.709677,0.707661,0.691532,0.727823,0.721774,0.71371,0.735887,0.699597,0.215726,0.21371,0.21371,0.217742,0.219758,0.209677,0.203629,0.131048,0.03629,0.139113,0.127016,0.139113,0.127016,0.139113,0.22379,0.207661,0.22379,0.205645,0.455645,0.558468,0.21371,0.219758,0.21371,0.217742,0.217742,0.219758,0.217742,0.217742,0.217742,0.209677,0.221774,0.209677,0.21371,0.21371,0.217742,0.217742,0.217742,0.21371,0.217742,0.211694,0.211694,0.201613,0.219758,0.207661,0.205645,0.114919,0.209677,0.663306,0.122984,0.199597,0.231855,0.21371,0.252016,0.21371,0.197581,0.449597,0.625,0.372984,0.489919,0.508065,0.469758,0.594758,0.580645,0.554435,0.514113,0.483871,0.616935,0.604839,0.481855,0.467742,0.443548,0.471774,0.506048,0.481855,0.516129,0.518145,0.439516,0.429435,0.425403,0.457661,0.465726,0.451613,0.461694,0.451613,0.510081,0.449597,0.489919,0.512097,0.502016,0.538306,0.530242,0.483871,0.570565,0.631048,0.491935,0.491935
mc_extra_018,0.576613,0.475806,0.314516,0.685484,0.685484,0.225806,0.268145,0.268145,0.268145,0.264113,0.268145,0.266129,0.268145,0.272177,0.268145,0.268145,0.268145,0.272177,0.268145,0.268145,0.268145,0.471774,0.66129,0.842742,0.701613,0.814516,0.8125,0.826613,0.796371,0.512097,0.548387,0.415323,0.556452,0.828629,0.699597,0.794355,0.685484,0.068548,0.834677,0.683468,0.824597,0.677419,0.822581,0.564516,0.570565,0.540323,0.516129,0.566532,0.122984,0.717742,0.0,0.441532,0.487903,0.540323,0.806452,0.794355,0.552419,0.239919,0.552419,0.590726,0.780242,0.697581,0.671371,0.699597,0.27621,0.270161,0.284274,0.272177,0.266129,0.274194,0.268145,0.266129,0.268145,0.270161,0.264113,0.268145,0.270161,0.268145,0.268145,0.300403,0.270161,0.278226,0.296371,0.272177,0.695565,0.701613,0.697581,0.697581,0.703629,0.693548,0.6875,0.796371,0.729839,0.800403,0.788306,0.800403,0.788306,0.800403,0.695565,0.691532,0.691532,0.705645,0.540323,0.433468,0.693548,0.695565,0.697581,0.693548,0.697581,0.683468,0.701613,0.701613,0.701613,0.689516,0.697581,0.689516,0.693548,0.693548,0.697581,0.693548,0.697581,0.693548,0.697581,0.691532,0.683468,0.693548,0.691532,0.691532,0.693548,0.77621,0.689516,0.288306,0.820565,0.679435,0.707661,0.685484,0.735887,0.774194,0.66129,0.590726,0.419355,0.622984,0.542339,0.370968,0.566532,0.328629,0.447581,0.469758,0.530242,0.540323,0.354839,0.491935,0.453629,0.479839,0.568548,0.512097,0.485887,0.522177,0.520161,0.546371,0.548387,0.554435,0.449597,0.4375,0.425403,0.455645,0.4375,0.512097,0.542339,0.546371,0.481855,0.431452,0.538306,0.514113,0.393145,0.5,0.3125,0.288306,0.548387,0.524194
mc_extra_019,0.518145,0.485887,0.510081,0.493952,0.493952,0.457661,0.467742,0.46371,0.467742,0.467742,0.471774,0.469758,0.46371,0.46371,0.467742,0.467742,0.471774,0.467742,0.471774,0.471774,0.467742,0.449597,0.518145,0.514113,0.465726,0.566532,0.564516,0.550403,0.564516,0.429435,0.461694,0.445565,0.469758,0.552419,0.53629,0.5625,0.590726,0.445565,0.578629,0.58871,0.568548,0.59879,0.566532,0.518145,0.46371,0.481855,0.518145,0.512097,0.495968,0.502016,0.441532,0.0,0.554435,0.449597,0.534274,0.570565,0.578629,0.427419,0.578629,0.544355,0.532258,0.530242,0.475806,0.512097,0.524194,0.522177,0.532258,0.524194,0.485887,0.522177,0.528226,0.522177,0.495968,0.489919,0.524194,0.524194,0.493952,0.544355,0.491935,0.532258,0.52621,0.522177,0.532258,0.540323,0.524194,0.514113,0.514113,0.510081,0.512097,0.506048,0.508065,0.568548,0.493952,0.572581,0.568548,0.572581,0.572581,0.568548,0.508065,0.504032,0.516129,0.502016,0.510081,0.435484,0.52621,0.520161,0.52621,0.522177,0.52621,0.532258,0.52621,0.52621,0.52621,0.52621,0.522177,0.530242,0.52621,0.522177,0.52621,0.52621,0.52621,0.522177,0.52621,0.524194,0.520161,0.510081,0.520161,0.524194,0.518145,0.576613,0.522177,0.528226,0.572581,0.516129,0.520161,0.518145,0.524194,0.570565,0.497984,0.451613,0.65121,0.487903,0.637097,0.377016,0.600806,0.487903,0.534274,0.479839,0.439516,0.574597,0.489919,0.469758,0.53629,0.489919,0.461694,0.421371,0.520161,0.556452,0.518145,0.528226,0.522177,0.532258,0.572581,0.612903,0.495968,0.441532,0.516129,0.502016,0.556452,0.612903,0.455645,0.449597,0.520161,0.5,0.512097,0.47379,0.479839,0.520161,0.590726,0.421371
mc_extra_020,0.495968,0.576613,0.508065,0.5,0.5,0.552419,0.554435,0.558468,0.554435,0.550403,0.550403,0.548387,0.554435,0.554435,0.550403,0.550403,0.554435,0.558468,0.554435,0.554435,0.554435,0.540323,0.520161,0.512097,0.504032,0.475806,0.477823,0.483871,0.493952,0.512097,0.512097,0.512097,0.495968,0.481855,0.481855,0.495968,0.447581,0.504032,0.487903,0.493952,0.502016,0.483871,0.504032,0.604839,0.469758,0.600806,0.439516,0.477823,0.518145,0.528226,0.487903,0.554435,0.0,0.516129,0.520161,0.516129,0.544355,0.570565,0.544355,0.449597,0.522177,0.5,0.461694,0.489919,0.534274,0.483871,0.481855,0.52621,0.528226,0.528226,0.485887,0.520161,0.518145,0.524194,0.481855,0.522177,0.520161,0.518145,0.52621,0.497984,0.528226,0.53629,0.518145,0.522177,0.493952,0.491935,0.495968,0.487903,0.485887,0.495968,0.493952,0.518145,0.532258,0.518145,0.510081,0.510081,0.514113,0.518145,0.489919,0.497984,0.489919,0.504032,0.528226,0.622984,0.491935,0.493952,0.495968,0.491935,0.491935,0.489919,0.495968,0.495968,0.495968,0.491935,0.495968,0.487903,0.495968,0.495968,0.495968,0.491935,0.495968,0.495968,0.495968,0.493952,0.502016,0.5,0.489919,0.502016,0.491935,0.506048,0.491935,0.52621,0.52621,0.489919,0.502016,0.495968,0.441532,0.479839,0.5,0.506048,0.455645,0.518145,0.574597,0.504032,0.457661,0.461694,0.491935,0.453629,0.530242,0.483871,0.596774,0.604839,0.582661,0.495968,0.427419,0.479839,0.445565,0.445565,0.435484,0.417339,0.387097,0.409274,0.413306,0.417339,0.655242,0.592742,0.570565,0.443548,0.546371,0.405242,0.457661,0.483871,0.506048,0.497984,0.590726,0.532258,0.510081,0.481855,0.471774,0.5
multi_lag_regular_jump,0.584677,0.495968,0.528226,0.479839,0.479839,0.552419,0.5625,0.558468,0.5625,0.5625,0.5625,0.560484,0.558468,0.558468,0.566532,0.566532,0.5625,0.5625,0.5625,0.5625,0.5625,0.483871,0.512097,0.439516,0.495968,0.508065,0.510081,0.508065,0.510081,0.439516,0.504032,0.431452,0.483871,0.506048,0.522177,0.512097,0.512097,0.5,0.512097,0.514113,0.502016,0.524194,0.504032,0.451613,0.4375,0.451613,0.504032,0.493952,0.590726,0.520161,0.540323,0.449597,0.516129,0.0,0.516129,0.532258,0.625,0.566532,0.625,0.481855,0.502016,0.455645,0.461694,0.449597,0.554435,0.560484,0.566532,0.550403,0.580645,0.552419,0.5625,0.564516,0.574597,0.576613,0.566532,0.5625,0.576613,0.52621,0.586694,0.550403,0.552419,0.556452,0.522177,0.530242,0.441532,0.451613,0.451613,0.451613,0.449597,0.451613,0.449597,0.530242,0.524194,0.530242,0.530242,0.534274,0.534274,0.52621,0.453629,0.445565,0.453629,0.455645,0.491935,0.457661,0.439516,0.445565,0.443548,0.443548,0.439516,0.445565,0.439516,0.439516,0.439516,0.443548,0.443548,0.439516,0.439516,0.439516,0.443548,0.443548,0.443548,0.443548,0.443548,0.441532,0.449597,0.443548,0.4375,0.4375,0.443548,0.534274,0.439516,0.566532,0.538306,0.433468,0.4375,0.439516,0.510081,0.46371,0.451613,0.397177,0.572581,0.522177,0.433468,0.53629,0.522177,0.578629,0.326613,0.481855,0.453629,0.544355,0.564516,0.540323,0.485887,0.379032,0.548387,0.53629,0.502016,0.506048,0.616935,0.606855,0.508065,0.510081,0.514113,0.510081,0.510081,0.41129,0.522177,0.540323,0.534274,0.518145,0.445565,0.459677,0.469758,0.397177,0.433468,0.479839,0.534274,0.574597,0.41129,0.467742
UPB_A03_V01,0.362903,0.516129,0.520161,0.479839,0.479839,0.665323,0.627016,0.631048,0.631048,0.631048,0.631048,0.629032,0.627016,0.627016,0.631048,0.631048,0.631048,0.631048,0.631048,0.627016,0.631048,0.483871,0.229839,0.217742,0.237903,0.133065,0.131048,0.108871,0.106855,0.487903,0.423387,0.580645,0.459677,0.110887,0.239919,0.104839,0.282258,0.842742,0.120968,0.304435,0.102823,0.302419,0.100806,0.383065,0.413306,0.451613,0.399194,0.360887,0.715726,0.108871,0.806452,0.534274,0.520161,0.516129,0.0,0.060484,0.302419,0.784274,0.302419,0.413306,0.227823,0.16129,0.215726,0.167339,0.635081,0.641129,0.643145,0.639113,0.641129,0.625,0.631048,0.625,0.639113,0.637097,0.635081,0.622984,0.637097,0.635081,0.618952,0.647177,0.641129,0.633065,0.655242,0.627016,0.167339,0.169355,0.169355,0.169355,0.171371,0.173387,0.179435,0.058468,0.084677,0.066532,0.066532,0.066532,0.066532,0.066532,0.175403,0.175403,0.175403,0.173387,0.459677,0.59879,0.169355,0.171371,0.169355,0.169355,0.169355,0.175403,0.173387,0.173387,0.173387,0.173387,0.173387,0.173387,0.169355,0.169355,0.165323,0.169355,0.165323,0.169355,0.165323,0.167339,0.175403,0.165323,0.171371,0.175403,0.169355,0.078629,0.177419,0.590726,0.0625,0.183468,0.171371,0.165323,0.195565,0.141129,0.197581,0.449597,0.616935,0.389113,0.489919,0.548387,0.461694,0.635081,0.584677,0.566532,0.518145,0.483871,0.637097,0.584677,0.489919,0.504032,0.439516,0.455645,0.530242,0.506048,0.504032,0.489919,0.435484,0.429435,0.477823,0.506048,0.489919,0.495968,0.485887,0.443548,0.469758,0.4375,0.506048,0.540323,0.518145,0.534274,0.558468,0.495968,0.631048,0.643145,0.467742,0.495968
odd_even_interlaced,0.33871,0.483871,0.5,0.5,0.5,0.657258,0.606855,0.610887,0.610887,0.610887,0.610887,0.612903,0.606855,0.610887,0.610887,0.610887,0.610887,0.610887,0.610887,0.610887,0.610887,0.459677,0.241935,0.25,0.254032,0.145161,0.143145,0.108871,0.082661,0.479839,0.455645,0.564516,0.423387,0.110887,0.239919,0.080645,0.294355,0.854839,0.120968,0.304435,0.090726,0.302419,0.08871,0.395161,0.4375,0.455645,0.407258,0.368952,0.6875,0.133065,0.794355,0.570565,0.516129,0.532258,0.060484,0.0,0.241935,0.780242,0.241935,0.425403,0.247984,0.157258,0.211694,0.163306,0.582661,0.580645,0.582661,0.586694,0.580645,0.576613,0.570565,0.564516,0.578629,0.576613,0.574597,0.5625,0.576613,0.574597,0.558468,0.594758,0.58871,0.580645,0.606855,0.566532,0.163306,0.165323,0.165323,0.165323,0.167339,0.169355,0.175403,0.002016,0.096774,0.006048,0.006048,0.006048,0.006048,0.006048,0.171371,0.171371,0.171371,0.169355,0.467742,0.594758,0.165323,0.167339,0.165323,0.165323,0.165323,0.171371,0.169355,0.169355,0.169355,0.169355,0.169355,0.169355,0.165323,0.165323,0.165323,0.165323,0.165323,0.165323,0.165323,0.163306,0.171371,0.165323,0.167339,0.171371,0.165323,0.018145,0.173387,0.530242,0.030242,0.179435,0.179435,0.185484,0.191532,0.080645,0.205645,0.457661,0.604839,0.393145,0.469758,0.564516,0.489919,0.622984,0.592742,0.550403,0.506048,0.479839,0.633065,0.552419,0.52621,0.487903,0.455645,0.479839,0.534274,0.489919,0.504032,0.514113,0.431452,0.40121,0.461694,0.47379,0.52621,0.524194,0.522177,0.455645,0.506048,0.457661,0.497984,0.532258,0.465726,0.506048,0.594758,0.495968,0.639113,0.647177,0.471774,0.495968
formal_raster_left_to_right,0.33871,0.467742,0.483871,0.483871,0.483871,0.415323,0.364919,0.368952,0.368952,0.368952,0.368952,0.370968,0.364919,0.368952,0.368952,0.368952,0.368952,0.368952,0.368952,0.368952,0.368952,0.483871,0.483871,0.491935,0.495968,0.387097,0.385081,0.350806,0.324597,0.544355,0.516129,0.520161,0.471774,0.352823,0.425403,0.322581,0.431452,0.612903,0.362903,0.393145,0.332661,0.395161,0.330645,0.431452,0.594758,0.471774,0.475806,0.489919,0.445565,0.375,0.552419,0.578629,0.544355,0.625,0.302419,0.241935,0.0,0.538306,0.0,0.497984,0.445565,0.326613,0.405242,0.352823,0.340726,0.33871,0.340726,0.344758,0.33871,0.334677,0.328629,0.322581,0.336694,0.334677,0.332661,0.320565,0.334677,0.332661,0.316532,0.352823,0.346774,0.33871,0.364919,0.324597,0.34879,0.354839,0.354839,0.354839,0.356855,0.358871,0.364919,0.243952,0.33871,0.247984,0.247984,0.247984,0.247984,0.247984,0.360887,0.360887,0.360887,0.358871,0.504032,0.610887,0.350806,0.34879,0.350806,0.346774,0.350806,0.340726,0.354839,0.354839,0.354839,0.354839,0.350806,0.354839,0.350806,0.350806,0.350806,0.350806,0.350806,0.350806,0.350806,0.34879,0.34879,0.358871,0.352823,0.356855,0.358871,0.260081,0.358871,0.288306,0.272177,0.364919,0.364919,0.370968,0.385081,0.294355,0.391129,0.610887,0.592742,0.534274,0.441532,0.46371,0.542339,0.493952,0.548387,0.510081,0.554435,0.524194,0.552419,0.520161,0.530242,0.548387,0.504032,0.431452,0.502016,0.469758,0.516129,0.574597,0.427419,0.405242,0.469758,0.445565,0.518145,0.504032,0.52621,0.471774,0.47379,0.465726,0.497984,0.491935,0.429435,0.497984,0.594758,0.528226,0.52621,0.469758,0.487903,0.556452
smartscan_proxy_variance,0.574597,0.441532,0.522177,0.47379,0.47379,0.171371,0.173387,0.173387,0.169355,0.173387,0.173387,0.175403,0.173387,0.173387,0.169355,0.169355,0.169355,0.169355,0.169355,0.177419,0.169355,0.538306,0.731855,0.780242,0.675403,0.727823,0.729839,0.772177,0.758065,0.510081,0.4375,0.413306,0.489919,0.770161,0.677419,0.760081,0.65121,0.231855,0.752016,0.645161,0.770161,0.643145,0.772177,0.546371,0.616935,0.477823,0.502016,0.53629,0.28629,0.731855,0.239919,0.427419,0.570565,0.566532,0.784274,0.780242,0.538306,0.0,0.538306,0.592742,0.71371,0.679435,0.697581,0.685484,0.334677,0.352823,0.346774,0.33871,0.308468,0.336694,0.354839,0.332661,0.318548,0.3125,0.354839,0.334677,0.316532,0.330645,0.302419,0.346774,0.336694,0.332661,0.33871,0.350806,0.685484,0.683468,0.683468,0.683468,0.685484,0.683468,0.685484,0.778226,0.752016,0.782258,0.778226,0.782258,0.778226,0.778226,0.681452,0.685484,0.681452,0.675403,0.497984,0.423387,0.6875,0.681452,0.683468,0.683468,0.6875,0.681452,0.683468,0.683468,0.683468,0.683468,0.679435,0.683468,0.683468,0.6875,0.6875,0.683468,0.6875,0.683468,0.6875,0.685484,0.681452,0.6875,0.685484,0.685484,0.691532,0.770161,0.679435,0.326613,0.778226,0.669355,0.685484,0.671371,0.701613,0.731855,0.683468,0.560484,0.457661,0.641129,0.508065,0.397177,0.524194,0.383065,0.47379,0.455645,0.592742,0.582661,0.368952,0.413306,0.552419,0.538306,0.534274,0.538306,0.520161,0.540323,0.485887,0.556452,0.550403,0.564516,0.556452,0.53629,0.512097,0.546371,0.504032,0.514113,0.491935,0.620968,0.604839,0.52621,0.512097,0.487903,0.508065,0.586694,0.427419,0.354839,0.590726,0.602823
raster_left_to_right,0.33871,0.467742,0.483871,0.483871,0.483871,0.415323,0.364919,0.368952,0.368952,0.368952,0.368952,0.370968,0.364919,0.368952,0.368952,0.368952,0.368952,0.368952,0.368952,0.368952,0.368952,0.483871,0.483871,0.491935,0.495968,0.387097,0.385081,0.350806,0.324597,0.544355,0.516129,0.520161,0.471774,0.352823,0.425403,0.322581,0.431452,0.612903,0.362903,0.393145,0.332661,0.395161,0.330645,0.431452,0.594758,0.471774,0.475806,0.489919,0.445565,0.375,0.552419,0.578629,0.544355,0.625,0.302419,0.241935,0.0,0.538306,0.0,0.497984,0.445565,0.326613,0.405242,0.352823,0.340726,0.33871,0.340726,0.344758,0.33871,0.334677,0.328629,0.322581,0.336694,0.334677,0.332661,0.320565,0.334677,0.332661,0.316532,0.352823,0.346774,0.33871,0.364919,0.324597,0.34879,0.354839,0.354839,0.354839,0.356855,0.358871,0.364919,0.243952,0.33871,0.247984,0.247984,0.247984,0.247984,0.247984,0.360887,0.360887,0.360887,0.358871,0.504032,0.610887,0.350806,0.34879,0.350806,0.346774,0.350806,0.340726,0.354839,0.354839,0.354839,0.354839,0.350806,0.354839,0.350806,0.350806,0.350806,0.350806,0.350806,0.350806,0.350806,0.34879,0.34879,0.358871,0.352823,0.356855,0.358871,0.260081,0.358871,0.288306,0.272177,0.364919,0.364919,0.370968,0.385081,0.294355,0.391129,0.610887,0.592742,0.534274,0.441532,0.46371,0.542339,0.493952,0.548387,0.510081,0.554435,0.524194,0.552419,0.520161,0.530242,0.548387,0.504032,0.431452,0.502016,0.469758,0.516129,0.574597,0.427419,0.405242,0.469758,0.445565,0.518145,0.504032,0.52621,0.471774,0.47379,0.465726,0.497984,0.491935,0.429435,0.497984,0.594758,0.528226,0.52621,0.469758,0.487903,0.556452
windowed_max_dispersion,0.546371,0.481855,0.493952,0.510081,0.510081,0.538306,0.568548,0.568548,0.564516,0.572581,0.572581,0.5625,0.568548,0.568548,0.568548,0.568548,0.568548,0.568548,0.568548,0.568548,0.572581,0.5625,0.433468,0.381048,0.433468,0.433468,0.435484,0.421371,0.431452,0.510081,0.582661,0.449597,0.356855,0.419355,0.451613,0.433468,0.429435,0.570565,0.429435,0.427419,0.423387,0.4375,0.425403,0.502016,0.491935,0.485887,0.554435,0.471774,0.564516,0.461694,0.590726,0.544355,0.449597,0.481855,0.413306,0.425403,0.497984,0.592742,0.497984,0.0,0.419355,0.449597,0.459677,0.439516,0.556452,0.550403,0.560484,0.560484,0.558468,0.558468,0.560484,0.566532,0.560484,0.5625,0.556452,0.568548,0.558468,0.580645,0.580645,0.560484,0.558468,0.558468,0.576613,0.58871,0.443548,0.4375,0.441532,0.4375,0.439516,0.4375,0.439516,0.423387,0.461694,0.427419,0.423387,0.419355,0.423387,0.419355,0.439516,0.439516,0.435484,0.433468,0.489919,0.520161,0.445565,0.443548,0.441532,0.441532,0.441532,0.447581,0.4375,0.4375,0.4375,0.441532,0.441532,0.453629,0.445565,0.445565,0.441532,0.445565,0.441532,0.441532,0.441532,0.443548,0.439516,0.4375,0.447581,0.447581,0.445565,0.423387,0.449597,0.580645,0.419355,0.439516,0.455645,0.4375,0.395161,0.372984,0.457661,0.407258,0.433468,0.5,0.41129,0.570565,0.560484,0.487903,0.445565,0.512097,0.471774,0.506048,0.530242,0.550403,0.383065,0.502016,0.4375,0.465726,0.568548,0.560484,0.493952,0.508065,0.522177,0.495968,0.447581,0.495968,0.528226,0.546371,0.580645,0.510081,0.5,0.512097,0.487903,0.469758,0.483871,0.415323,0.431452,0.47379,0.508065,0.548387,0.429435,0.445565
