n,strategy_a,strategy_b,directed_adjacent_pair_overlap,undirected_adjacent_pair_overlap,kendall_tau_normalized_distance,spearman_rank_distance,jump_profile_distance
12,N12_A04_method_c_u2_first_engineering,N12_A05_center_out,0.0,0.09090909090909091,0.45454545454545453,0.4125874125874126,0.32231404958677684
12,N12_A04_method_c_u2_first_engineering,N12_A06_edge_in_alternating,0.0,0.0,0.5454545454545454,0.5244755244755245,0.371900826446281
12,N12_A04_method_c_u2_first_engineering,N12_A07_regular_jump_coprime,0.0,0.09090909090909091,0.42424242424242425,0.36013986013986016,0.29752066115702475
12,N12_A04_method_c_u2_first_engineering,N12_A08_block_interleaved_quarters,0.0,0.0,0.42424242424242425,0.3811188811188811,0.1983471074380165
12,N12_A04_method_c_u2_first_engineering,N12_A09_center_edge_alternating,0.09090909090909091,0.09090909090909091,0.4393939393939394,0.4020979020979021,0.2727272727272727
12,N12_A04_method_c_u2_first_engineering,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,0.09090909090909091,0.18181818181818182,0.25757575757575757,0.24475524475524477,0.2975206611570248
12,N12_A04_method_c_u2_first_engineering,N12_A11_graph_pointer_policy_diverse_01,0.0,0.18181818181818182,0.5151515151515151,0.486013986013986,0.23140495867768596
12,N12_A04_method_c_u2_first_engineering,N12_A12_graph_pointer_policy_diverse_02,0.0,0.0,0.5151515151515151,0.4965034965034965,0.35537190082644626
12,N12_A04_method_c_u2_first_engineering,N12_A13_graph_pointer_policy_anti_odd_even_novelty,0.0,0.0,0.5909090909090909,0.5909090909090909,0.34710743801652894
12,N12_A04_method_c_u2_first_engineering,N12_A14_graph_pointer_policy_u2first_proxy,0.09090909090909091,0.18181818181818182,0.16666666666666666,0.1048951048951049,0.23140495867768596
12,N12_A04_method_c_u2_first_engineering,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,0.09090909090909091,0.18181818181818182,0.3787878787878788,0.33916083916083917,0.256198347107438
12,N12_A05_center_out,N12_A06_edge_in_alternating,0.5454545454545454,0.5454545454545454,0.9090909090909091,0.9790209790209791,0.4958677685950414
12,N12_A05_center_out,N12_A07_regular_jump_coprime,0.09090909090909091,0.18181818181818182,0.5454545454545454,0.5629370629370629,0.25619834710743805
12,N12_A05_center_out,N12_A08_block_interleaved_quarters,0.18181818181818182,0.18181818181818182,0.48484848484848486,0.479020979020979,0.3057851239669422
12,N12_A05_center_out,N12_A09_center_edge_alternating,0.0,0.09090909090909091,0.4090909090909091,0.4160839160839161,0.34710743801652894
12,N12_A05_center_out,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,0.18181818181818182,0.2727272727272727,0.5606060606060606,0.6048951048951049,0.371900826446281
12,N12_A05_center_out,N12_A11_graph_pointer_policy_diverse_01,0.45454545454545453,0.5454545454545454,0.696969696969697,0.7517482517482518,0.35537190082644626
12,N12_A05_center_out,N12_A12_graph_pointer_policy_diverse_02,0.9090909090909091,0.9090909090909091,0.30303030303030304,0.4195804195804196,0.2644628099173554
12,N12_A05_center_out,N12_A13_graph_pointer_policy_anti_odd_even_novelty,0.2727272727272727,0.5454545454545454,0.4090909090909091,0.3741258741258741,0.2892561983471074
12,N12_A05_center_out,N12_A14_graph_pointer_policy_u2first_proxy,0.18181818181818182,0.45454545454545453,0.2878787878787879,0.26223776223776224,0.23966942148760328
12,N12_A05_center_out,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,0.09090909090909091,0.18181818181818182,0.3484848484848485,0.4020979020979021,0.38016528925619836
12,N12_A06_edge_in_alternating,N12_A07_regular_jump_coprime,0.09090909090909091,0.18181818181818182,0.42424242424242425,0.3951048951048951,0.25619834710743805
12,N12_A06_edge_in_alternating,N12_A08_block_interleaved_quarters,0.18181818181818182,0.18181818181818182,0.48484848484848486,0.479020979020979,0.3057851239669422
12,N12_A06_edge_in_alternating,N12_A09_center_edge_alternating,0.0,0.0,0.5,0.541958041958042,0.24793388429752064
12,N12_A06_edge_in_alternating,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,0.18181818181818182,0.2727272727272727,0.3787878787878788,0.33916083916083917,0.2727272727272727
12,N12_A06_edge_in_alternating,N12_A11_graph_pointer_policy_diverse_01,0.2727272727272727,0.36363636363636365,0.24242424242424243,0.2062937062937063,0.256198347107438
12,N12_A06_edge_in_alternating,N12_A12_graph_pointer_policy_diverse_02,0.5454545454545454,0.5454545454545454,0.6060606060606061,0.5594405594405595,0.36363636363636365
12,N12_A06_edge_in_alternating,N12_A13_graph_pointer_policy_anti_odd_even_novelty,0.2727272727272727,0.5454545454545454,0.5909090909090909,0.6258741258741258,0.4049586776859504
12,N12_A06_edge_in_alternating,N12_A14_graph_pointer_policy_u2first_proxy,0.09090909090909091,0.2727272727272727,0.6818181818181818,0.6678321678321678,0.4049586776859504
12,N12_A06_edge_in_alternating,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,0.0,0.09090909090909091,0.5909090909090909,0.5699300699300699,0.31404958677685946
12,N12_A07_regular_jump_coprime,N12_A08_block_interleaved_quarters,0.0,0.0,0.42424242424242425,0.4125874125874126,0.23140495867768596
12,N12_A07_regular_jump_coprime,N12_A09_center_edge_alternating,0.2727272727272727,0.36363636363636365,0.3484848484848485,0.2902097902097902,0.17355371900826447
12,N12_A07_regular_jump_coprime,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,0.09090909090909091,0.18181818181818182,0.4090909090909091,0.3531468531468531,0.2809917355371901
12,N12_A07_regular_jump_coprime,N12_A11_graph_pointer_policy_diverse_01,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.10139860139860139,0.21487603305785125
12,N12_A07_regular_jump_coprime,N12_A12_graph_pointer_policy_diverse_02,0.09090909090909091,0.18181818181818182,0.6666666666666666,0.7307692307692307,0.2231404958677686
12,N12_A07_regular_jump_coprime,N12_A13_graph_pointer_policy_anti_odd_even_novelty,0.36363636363636365,0.36363636363636365,0.3787878787878788,0.34265734265734266,0.2809917355371901
12,N12_A07_regular_jump_coprime,N12_A14_graph_pointer_policy_u2first_proxy,0.09090909090909091,0.2727272727272727,0.4090909090909091,0.3741258741258741,0.1983471074380165
12,N12_A07_regular_jump_coprime,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,0.09090909090909091,0.2727272727272727,0.4090909090909091,0.36363636363636365,0.2231404958677686
12,N12_A08_block_interleaved_quarters,N12_A09_center_edge_alternating,0.09090909090909091,0.18181818181818182,0.4393939393939394,0.458041958041958,0.15702479338842976
12,N12_A08_block_interleaved_quarters,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,0.09090909090909091,0.09090909090909091,0.6212121212121212,0.6433566433566433,0.2644628099173554
12,N12_A08_block_interleaved_quarters,N12_A11_graph_pointer_policy_diverse_01,0.09090909090909091,0.18181818181818182,0.5454545454545454,0.5559440559440559,0.1322314049586777
